"route","day","tonnes"
"501 Route 1 (NEW)","2019-09-22",7.76
"601 Route 1A (NEW)","2019-07-31",5.94
"601 Route 1A (NEW)","2019-08-01",6.02
"604 Route 4A (NEW)","2019-08-01",14.32
"608 Route 8A (NEW)","2019-08-01",2.7
"603 Route 3A (NEW)","2019-08-02",6.4
"602 Route 2A (NEW)","2019-09-24",8.68
"603 Route 3A (NEW)","2019-07-26",3.22
"605 Route 5A (NEW)","2019-07-27",1.58
"602 Route 2A (NEW)","2019-08-06",2.02
"603 Route 3A (NEW)","2019-08-21",2.0
"603 Route 3A (NEW)","2019-08-23",3.32
"608 Route 8A (NEW)","2019-09-02",0.92
"602 Route 2A (NEW)","2019-09-06",2.38
"601 Route 1A (NEW)","2019-09-20",3.04
"605 Route 5A (NEW)","2019-09-22",1.3
"609 Route 9A (NEW)","2019-07-20",0.62
"608 Route 8A (NEW)","2019-08-14",1.82
"601 Route 1A (NEW)","2019-09-10",0.94
"601 Route 1A (NEW)","2019-09-14",3.0
"503 Route 3 (NEW)","2019-08-12",18.58
"504 Route 4 (NEW )","2019-08-13",18.78
"501 Route 1 (NEW)","2019-09-11",7.08
"508 Route 8 (NEW)","2019-10-01",7.56
"505 Route 5 (NEW)","2019-10-09",7.48
"508 Route 8 (NEW)","2019-10-15",8.36
"503 Route 3 (NEW)","2019-11-16",7.86
"504 Route 4 (NEW )","2019-12-01",8.22
"509 Route 9 (NEW)","2019-12-01",2.36
"508 Route 8 (NEW)","2019-12-13",4.12
"509 Route 9 (NEW)","2019-12-13",5.3
"601 Route 1A (NEW)","2019-10-27",3.52
"608 Route 8A (NEW)","2019-11-21",2.28
"609 Route 9A (NEW)","2019-11-23",1.14
"608 Route 8A (NEW)","2019-10-19",0.38
"603 Route 3A (NEW)","2019-10-28",2.02
"608 Route 8A (NEW)","2019-11-04",0.28
"604 Route 4A (NEW)","2019-11-16",1.36
"608 Route 8A (NEW)","2019-11-30",0.42
"602 Route 2A (NEW)","2019-12-10",1.94
"603 Route 3A (NEW)","2019-10-10",3.44
"603 Route 3A (NEW)","2019-11-04",0.66
"608 Route 8A (NEW)","2019-12-03",2.3
"604 Route 4A (NEW)","2019-12-06",4.2
"504 Route 4 (NEW )","2019-09-27",18.38
"503 Route 3 (NEW)","2019-10-09",15.6
"501 Route 1 (NEW)","2019-10-21",14.38
"504 Route 4 (NEW )","2019-10-23",15.08
"501 Route 1 (NEW)","2019-10-24",11.12
"509 Route 9 (NEW)","2019-11-08",2.26
"508 Route 8 (NEW)","2019-11-09",1.82
"501 Route 1 (NEW)","2019-12-28",20.32
"502 Route 2 (NEW)","2020-01-06",17.42
"508 Route 8 (NEW)","2020-02-06",5.34
"504 Route 4 (NEW )","2020-03-06",13.62
"189 Missed Bins","2020-03-20",0.66
"502 Route 2 (NEW)","2020-03-20",18.4
"603 Route 3A (NEW)","2019-12-20",8.04
"604 Route 4A (NEW)","2019-12-22",12.18
"603 Route 3A (NEW)","2020-01-16",12.72
"608 Route 8A (NEW)","2020-02-10",3.42
"636 Bring sites","2020-03-10",3.96
"608 Route 8A (NEW)","2020-03-11",2.08
"601 Route 1A (NEW)","2020-03-15",5.2
"603 Route 3A (NEW)","2020-01-09",4.68
"601 Route 1A (NEW)","2020-03-02",2.64
"604 Route 4A (NEW)","2020-03-02",1.64
"601 Route 1A (NEW)","2020-03-07",1.28
"603 Route 3A (NEW)","2020-03-07",1.6
"601 Route 1A (NEW)","2020-03-20",0.92
"602 Route 2A (NEW)","2020-01-03",10.46
"189 Missed Bins","2018-01-06",9.42
"502 Route 2 (NEW)","2018-01-07",3.42
"503 Route 3 (NEW)","2018-01-07",9.88
"189 Missed Bins","2018-01-09",21.16
"502 Route 2 (NEW)","2018-01-09",26.8
"502 Route 2 (NEW)","2018-01-11",27.48
"502 Route 2 (NEW)","2018-01-12",4.72
"189 Missed Bins","2018-01-21",8.1
"503 Route 3 (NEW)","2018-01-21",4.0
"504 Route 4 (NEW )","2018-01-22",8.7
"191 Rt 2","2018-01-24",3.62
"502 Route 2 (NEW)","2018-01-27",4.34
"506 Route 6 (NEW)","2018-01-30",8.54
"504 Route 4 (NEW )","2018-02-02",8.34
"505 Route 5 (NEW)","2018-02-03",9.38
"501 Route 1 (NEW)","2018-02-04",7.9
"189 Missed Bins","2018-02-09",12.48
"501 Route 1 (NEW)","2018-02-09",14.0
"506 Route 6 (NEW)","2018-02-09",2.86
"503 Route 3 (NEW)","2018-02-16",21.12
"504 Route 4 (NEW )","2018-02-16",10.66
"506 Route 6 (NEW)","2018-02-19",2.24
"189 Missed Bins","2018-03-09",13.54
"189 Missed Bins","2018-03-10",1.86
"501 Route 1 (NEW)","2018-03-17",11.28
"506 Route 6 (NEW)","2018-03-17",1.44
"189 Missed Bins","2018-03-19",17.62
"506 Route 6 (NEW)","2018-03-19",4.04
"504 Route 4 (NEW )","2018-03-20",17.54
"504 Route 4 (NEW )","2018-03-21",15.8
"602 Route 2A (NEW)","2018-01-17",8.22
"604 Route 4A (NEW)","2018-01-19",6.46
"603 Route 3A (NEW)","2018-01-26",4.32
"603 Route 3A (NEW)","2018-02-14",8.02
"606 Route 6A  (NEW)","2018-02-15",0.34
"601 Route 1A (NEW)","2018-02-16",0.78
"603 Route 3A (NEW)","2018-02-23",7.54
"606 Route 6A  (NEW)","2018-02-23",1.52
"189 Missed Bins","2018-03-13",7.8
"601 Route 1A (NEW)","2018-03-14",10.52
"603 Route 3A (NEW)","2018-03-14",10.34
"606 Route 6A  (NEW)","2018-03-24",1.82
"605 Route 5A (NEW)","2018-03-26",5.58
"601 Route 1A (NEW)","2018-01-05",3.0
"604 Route 4A (NEW)","2018-01-20",1.18
"604 Route 4A (NEW)","2018-01-24",2.4
"602 Route 2A (NEW)","2018-01-25",3.26
"603 Route 3A (NEW)","2018-02-07",2.12
"603 Route 3A (NEW)","2018-02-18",1.3
"603 Route 3A (NEW)","2018-02-22",2.56
"189 Missed Bins","2018-02-25",0.24
"602 Route 2A (NEW)","2018-03-07",2.1
"606 Route 6A  (NEW)","2018-03-08",0.78
"605 Route 5A (NEW)","2018-03-17",3.58
"603 Route 3A (NEW)","2018-03-20",2.52
"191 Rt 2","2018-03-23",0.88
"189 Missed Bins","2018-03-27",9.7
"606 Route 6A  (NEW)","2018-03-28",2.74
"603 Route 3A (NEW)","2018-01-03",13.48
"604 Route 4A (NEW)","2018-01-03",6.9
"602 Route 2A (NEW)","2018-01-12",10.22
"601 Route 1A (NEW)","2018-02-10",1.98
"604 Route 4A (NEW)","2018-02-10",3.6
"606 Route 6A  (NEW)","2018-03-11",2.28
"189 Missed Bins","2018-03-12",0.24
"505 Route 5 (NEW)","2018-01-15",8.38
"501 Route 1 (NEW)","2018-01-31",3.4
"503 Route 3 (NEW)","2018-02-10",7.98
"504 Route 4 (NEW )","2018-02-11",7.22
"503 Route 3 (NEW)","2018-02-12",7.38
"501 Route 1 (NEW)","2018-02-14",5.94
"503 Route 3 (NEW)","2018-02-27",5.68
"504 Route 4 (NEW )","2018-03-11",4.74
"504 Route 4 (NEW )","2018-03-14",10.66
"503 Route 3 (NEW)","2018-03-15",9.08
"503 Route 3 (NEW)","2018-03-24",6.88
"501 Route 1 (NEW)","2018-03-25",4.46
"502 Route 2 (NEW)","2018-03-25",7.76
"502 Route 2 (NEW)","2018-03-28",13.2
"501 Route 1 (NEW)","2018-03-30",26.0
"507 Route 7 (NEW )","2018-04-02",2.54
"501 Route 1 (NEW)","2018-04-03",17.68
"191 Rt 2","2018-04-04",4.22
"506 Route 6 (NEW)","2018-04-04",4.48
"501 Route 1 (NEW)","2018-04-08",6.16
"506 Route 6 (NEW)","2018-04-09",6.76
"501 Route 1 (NEW)","2018-04-17",24.7
"503 Route 3 (NEW)","2018-04-20",23.58
"504 Route 4 (NEW )","2018-04-22",11.5
"501 Route 1 (NEW)","2018-04-23",20.68
"503 Route 3 (NEW)","2018-04-30",15.36
"502 Route 2 (NEW)","2018-05-01",15.88
"501 Route 1 (NEW)","2018-05-03",18.8
"501 Route 1 (NEW)","2018-05-04",38.88
"504 Route 4 (NEW )","2018-05-04",11.3
"505 Route 5 (NEW)","2018-05-04",18.88
"505 Route 5 (NEW)","2018-05-05",13.2
"503 Route 3 (NEW)","2018-05-06",8.2
"503 Route 3 (NEW)","2018-05-15",10.14
"504 Route 4 (NEW )","2018-05-18",15.88
"505 Route 5 (NEW)","2018-05-20",8.24
"189 Missed Bins","2018-05-22",2.74
"193 Rt 4","2018-05-28",10.18
"194 Rt 5","2018-05-28",5.38
"189 Missed Bins","2018-05-29",11.36
"506 Route 6 (NEW)","2018-05-31",8.58
"189 Missed Bins","2018-06-01",8.48
"503 Route 3 (NEW)","2018-06-01",20.38
"505 Route 5 (NEW)","2018-06-01",19.2
"601 Route 1A (NEW)","2018-04-09",8.08
"604 Route 4A (NEW)","2018-04-12",9.42
"604 Route 4A (NEW)","2018-05-11",6.72
"601 Route 1A (NEW)","2018-05-12",3.76
"603 Route 3A (NEW)","2018-05-12",4.6
"602 Route 2A (NEW)","2018-05-13",7.44
"602 Route 2A (NEW)","2018-06-04",6.82
"602 Route 2A (NEW)","2018-06-05",7.54
"603 Route 3A (NEW)","2018-06-05",16.54
"603 Route 3A (NEW)","2018-06-06",8.62
"601 Route 1A (NEW)","2018-06-07",6.62
"603 Route 3A (NEW)","2018-06-07",12.68
"603 Route 3A (NEW)","2018-06-09",4.62
"606 Route 6A  (NEW)","2018-06-09",1.18
"604 Route 4A (NEW)","2018-04-01",1.32
"602 Route 2A (NEW)","2018-04-02",2.14
"602 Route 2A (NEW)","2018-04-03",1.8
"601 Route 1A (NEW)","2018-04-07",2.96
"606 Route 6A  (NEW)","2018-04-09",0.42
"601 Route 1A (NEW)","2018-04-18",2.26
"191 Rt 2","2018-04-19",0.54
"601 Route 1A (NEW)","2018-04-21",1.16
"603 Route 3A (NEW)","2018-05-01",1.36
"605 Route 5A (NEW)","2018-05-20",0.72
"602 Route 2A (NEW)","2018-05-28",2.3
"606 Route 6A  (NEW)","2018-05-23",2.2
"603 Route 3A (NEW)","2018-05-25",5.64
"603 Route 3A (NEW)","2018-05-26",3.48
"506 Route 6 (NEW)","2018-04-24",5.06
"507 Route 7 (NEW )","2018-04-27",2.74
"501 Route 1 (NEW)","2018-05-12",17.4
"502 Route 2 (NEW)","2018-05-25",19.84
"189 Missed Bins","2018-06-12",16.88
"502 Route 2 (NEW)","2018-06-15",17.02
"506 Route 6 (NEW)","2018-06-15",4.3
"507 Route 7 (NEW )","2018-06-16",1.92
"505 Route 5 (NEW)","2018-06-18",16.28
"189 Missed Bins","2018-06-20",8.6
"503 Route 3 (NEW)","2018-06-30",7.02
"507 Route 7 (NEW )","2018-07-01",1.38
"501 Route 1 (NEW)","2018-07-13",17.54
"503 Route 3 (NEW)","2018-08-09",8.08
"504 Route 4 (NEW )","2018-08-26",8.44
"506 Route 6 (NEW)","2018-08-27",1.5
"606 Route 6A  (NEW)","2018-06-12",0.86
"601 Route 1A (NEW)","2018-07-06",5.5
"603 Route 3A (NEW)","2018-07-06",7.18
"607 Route 7A (NEW)","2018-07-07",1.12
"606 Route 6A  (NEW)","2018-07-15",0.86
"602 Route 2A (NEW)","2018-07-25",2.6
"602 Route 2A (NEW)","2018-08-10",2.74
"601 Route 1A (NEW)","2018-08-25",1.16
"602 Route 2A (NEW)","2018-06-21",5.92
"602 Route 2A (NEW)","2018-06-22",6.82
"606 Route 6A  (NEW)","2018-07-20",1.54
"189 Missed Bins","2018-09-08",7.14
"507 Route 7 (NEW )","2018-09-21",3.04
"503 Route 3 (NEW)","2018-09-22",9.22
"506 Route 6 (NEW)","2018-10-05",1.86
"503 Route 3 (NEW)","2018-10-16",21.14
"501 Route 1 (NEW)","2018-10-18",23.54
"189 Missed Bins","2018-11-23",1.96
"501 Route 1 (NEW)","2018-11-27",24.36
"508 Route 8 (NEW)","2018-11-29",4.32
"501 Route 1 (NEW)","2018-11-30",21.54
"505 Route 5 (NEW)","2018-12-12",10.0
"503 Route 3 (NEW)","2018-12-16",8.24
"508 Route 8 (NEW)","2018-12-27",9.3
"508 Route 8 (NEW)","2019-01-21",7.16
"504 Route 4 (NEW )","2019-01-23",21.04
"189 Missed Bins","2019-01-30",1.76
"608 Route 8A (NEW)","2018-12-20",3.12
"603 Route 3A (NEW)","2018-12-21",8.84
"602 Route 2A (NEW)","2019-01-16",6.82
"603 Route 3A (NEW)","2018-11-12",2.48
"608 Route 8A (NEW)","2018-12-10",0.8
"602 Route 2A (NEW)","2018-12-11",2.82
"601 Route 1A (NEW)","2019-01-10",4.72
"605 Route 5A (NEW)","2019-01-21",1.26
"603 Route 3A (NEW)","2019-01-26",1.1
"501 Route 1 (NEW)","2018-11-20",5.98
"501 Route 1 (NEW)","2019-01-14",8.24
"502 Route 2 (NEW)","2019-01-29",5.62
"504 Route 4 (NEW )","2019-03-04",12.36
"503 Route 3 (NEW)","2019-03-07",17.1
"504 Route 4 (NEW )","2019-03-07",16.98
"504 Route 4 (NEW )","2019-03-12",19.96
"501 Route 1 (NEW)","2019-03-19",16.84
"501 Route 1 (NEW)","2019-03-23",29.7
"504 Route 4 (NEW )","2019-03-24",8.12
"501 Route 1 (NEW)","2019-04-01",17.08
"609 Route 9A (NEW)","2019-02-18",0.24
"602 Route 2A (NEW)","2019-03-16",4.66
"603 Route 3A (NEW)","2019-04-12",9.12
"601 Route 1A (NEW)","2019-04-13",3.96
"608 Route 8A (NEW)","2019-04-16",1.6
"602 Route 2A (NEW)","2019-02-06",2.26
"602 Route 2A (NEW)","2019-02-09",1.76
"609 Route 9A (NEW)","2019-02-22",0.4
"602 Route 2A (NEW)","2019-03-09",1.84
"603 Route 3A (NEW)","2019-04-01",1.92
"601 Route 1A (NEW)","2019-03-02",2.4
"503 Route 3 (NEW)","2019-02-16",5.82
"504 Route 4 (NEW )","2019-03-27",9.08
"504 Route 4 (NEW )","2019-04-09",14.22
"504 Route 4 (NEW )","2019-04-12",17.02
"505 Route 5 (NEW)","2019-04-12",11.02
"508 Route 8 (NEW)","2019-04-29",9.7
"503 Route 3 (NEW)","2019-05-05",17.52
"508 Route 8 (NEW)","2019-05-17",1.68
"505 Route 5 (NEW)","2019-05-27",10.46
"189 Missed Bins","2019-06-02",3.46
"508 Route 8 (NEW)","2019-06-16",2.92
"602 Route 2A (NEW)","2019-05-06",7.56
"189 Missed Bins","2019-05-27",0.72
"604 Route 4A (NEW)","2019-07-03",14.48
"602 Route 2A (NEW)","2019-07-06",6.12
"601 Route 1A (NEW)","2019-04-29",2.76
"601 Route 1A (NEW)","2019-05-05",2.14
"602 Route 2A (NEW)","2019-05-14",1.78
"603 Route 3A (NEW)","2019-05-19",1.22
"602 Route 2A (NEW)","2019-05-27",2.38
"602 Route 2A (NEW)","2019-05-29",2.62
"604 Route 4A (NEW)","2019-06-01",1.24
"605 Route 5A (NEW)","2019-06-10",1.66
"602 Route 2A (NEW)","2019-06-14",2.54
"609 Route 9A (NEW)","2019-06-30",0.64
"608 Route 8A (NEW)","2019-07-08",0.72
"609 Route 9A (NEW)","2019-04-27",1.34
"602 Route 2A (NEW)","2019-04-28",4.4
"608 Route 8A (NEW)","2019-04-28",1.48
"504 Route 4 (NEW )","2019-06-07",14.08
"504 Route 4 (NEW )","2019-06-08",19.6
"503 Route 3 (NEW)","2019-06-17",20.3
"503 Route 3 (NEW)","2019-06-23",12.26
"502 Route 2 (NEW)","2019-07-06",8.94
"502 Route 2 (NEW)","2019-07-29",22.9
"609 Route 9A (NEW)","2019-08-30",2.12
"604 Route 4A (NEW)","2019-07-09",2.34
"601 Route 1A (NEW)","2019-07-26",3.5
"609 Route 9A (NEW)","2019-07-28",0.38
"602 Route 2A (NEW)","2019-08-21",2.82
"608 Route 8A (NEW)","2019-09-03",1.18
"608 Route 8A (NEW)","2019-09-05",1.14
"608 Route 8A (NEW)","2019-09-19",1.16
"602 Route 2A (NEW)","2019-07-15",6.24
"608 Route 8A (NEW)","2019-07-18",1.78
"608 Route 8A (NEW)","2019-07-21",1.38
"604 Route 4A (NEW)","2019-08-16",4.56
"601 Route 1A (NEW)","2019-09-12",4.42
"509 Route 9 (NEW)","2019-08-02",3.14
"503 Route 3 (NEW)","2019-09-11",13.98
"501 Route 1 (NEW)","2019-10-02",19.88
"501 Route 1 (NEW)","2019-10-15",24.88
"505 Route 5 (NEW)","2019-10-16",9.16
"505 Route 5 (NEW)","2019-10-18",18.38
"502 Route 2 (NEW)","2019-10-29",16.8
"503 Route 3 (NEW)","2019-11-26",13.88
"502 Route 2 (NEW)","2019-12-13",16.76
"503 Route 3 (NEW)","2019-12-13",21.7
"604 Route 4A (NEW)","2019-09-26",7.56
"601 Route 1A (NEW)","2019-09-28",3.94
"604 Route 4A (NEW)","2019-10-23",7.34
"609 Route 9A (NEW)","2019-10-25",1.84
"603 Route 3A (NEW)","2019-10-05",1.22
"602 Route 2A (NEW)","2019-10-06",1.82
"604 Route 4A (NEW)","2019-10-28",1.48
"604 Route 4A (NEW)","2019-10-31",2.4
"601 Route 1A (NEW)","2019-12-01",1.14
"601 Route 1A (NEW)","2019-11-07",3.7
"601 Route 1A (NEW)","2019-11-08",3.36
"602 Route 2A (NEW)","2019-12-05",4.54
"502 Route 2 (NEW)","2019-10-09",12.98
"501 Route 1 (NEW)","2019-10-25",7.12
"502 Route 2 (NEW)","2019-11-20",3.22
"502 Route 2 (NEW)","2020-01-07",12.52
"501 Route 1 (NEW)","2020-01-25",22.76
"502 Route 2 (NEW)","2020-02-17",13.64
"508 Route 8 (NEW)","2020-02-18",8.46
"508 Route 8 (NEW)","2020-03-16",6.62
"509 Route 9 (NEW)","2020-03-23",2.78
"608 Route 8A (NEW)","2019-12-17",3.42
"608 Route 8A (NEW)","2019-12-21",1.6
"609 Route 9A (NEW)","2019-12-21",1.44
"602 Route 2A (NEW)","2019-12-22",5.92
"601 Route 1A (NEW)","2020-01-13",11.34
"609 Route 9A (NEW)","2020-01-19",1.52
"189 Missed Bins","2020-02-21",1.3
"604 Route 4A (NEW)","2020-03-09",9.46
"604 Route 4A (NEW)","2020-03-10",8.06
"602 Route 2A (NEW)","2020-01-12",3.66
"601 Route 1A (NEW)","2020-01-23",2.5
"601 Route 1A (NEW)","2020-01-25",0.96
"602 Route 2A (NEW)","2020-02-20",2.38
"601 Route 1A (NEW)","2020-02-23",1.36
"603 Route 3A (NEW)","2020-03-08",1.3
"189 Missed Bins","2020-03-18",0.34
"608 Route 8A (NEW)","2020-01-05",2.12
"601 Route 1A (NEW)","2020-01-31",5.1
"601 Route 1A (NEW)","2020-03-27",1.56
"502 Route 2 (NEW)","2018-01-03",9.64
"502 Route 2 (NEW)","2018-01-06",13.68
"502 Route 2 (NEW)","2018-01-08",11.04
"502 Route 2 (NEW)","2018-01-19",15.34
"504 Route 4 (NEW )","2018-01-19",7.2
"503 Route 3 (NEW)","2018-01-22",7.9
"505 Route 5 (NEW)","2018-01-22",11.94
"503 Route 3 (NEW)","2018-01-25",32.64
"503 Route 3 (NEW)","2018-01-26",24.36
"505 Route 5 (NEW)","2018-01-27",8.68
"507 Route 7 (NEW )","2018-02-02",2.16
"505 Route 5 (NEW)","2018-02-05",11.44
"189 Missed Bins","2018-02-06",6.82
"189 Missed Bins","2018-02-10",0.92
"189 Missed Bins","2018-02-14",0.92
"189 Missed Bins","2018-02-15",5.9
"189 Missed Bins","2018-02-20",10.08
"502 Route 2 (NEW)","2018-03-06",11.98
"504 Route 4 (NEW )","2018-03-06",14.68
"505 Route 5 (NEW)","2018-03-16",21.92
"502 Route 2 (NEW)","2018-03-21",11.08
"503 Route 3 (NEW)","2018-03-21",53.52
"503 Route 3 (NEW)","2018-03-23",19.42
"502 Route 2 (NEW)","2018-03-24",16.24
"603 Route 3A (NEW)","2018-01-27",15.78
"189 Missed Bins","2018-01-29",5.74
"605 Route 5A (NEW)","2018-02-24",7.34
"601 Route 1A (NEW)","2018-03-12",3.76
"602 Route 2A (NEW)","2018-03-15",8.68
"604 Route 4A (NEW)","2018-03-15",7.28
"606 Route 6A  (NEW)","2018-03-26",3.1
"604 Route 4A (NEW)","2018-01-06",1.58
"603 Route 3A (NEW)","2018-01-11",3.5
"602 Route 2A (NEW)","2018-01-20",0.96
"601 Route 1A (NEW)","2018-01-21",0.68
"606 Route 6A  (NEW)","2018-02-02",0.96
"602 Route 2A (NEW)","2018-02-06",2.5
"604 Route 4A (NEW)","2018-02-07",2.48
"191 Rt 2","2018-02-09",0.36
"603 Route 3A (NEW)","2018-02-20",2.28
"601 Route 1A (NEW)","2018-02-21",2.34
"601 Route 1A (NEW)","2018-03-20",3.46
"604 Route 4A (NEW)","2018-03-21",2.54
"606 Route 6A  (NEW)","2018-03-21",1.42
"189 Missed Bins","2018-01-04",16.34
"189 Missed Bins","2018-01-14",5.44
"601 Route 1A (NEW)","2018-01-14",7.34
"602 Route 2A (NEW)","2018-01-30",5.08
"604 Route 4A (NEW)","2018-01-30",5.72
"602 Route 2A (NEW)","2018-02-10",4.04
"603 Route 3A (NEW)","2018-02-11",2.74
"602 Route 2A (NEW)","2018-03-10",6.74
"502 Route 2 (NEW)","2018-01-13",7.18
"506 Route 6 (NEW)","2018-02-12",4.92
"502 Route 2 (NEW)","2018-02-14",6.98
"505 Route 5 (NEW)","2018-02-23",3.24
"501 Route 1 (NEW)","2018-02-24",5.04
"504 Route 4 (NEW )","2018-02-24",11.46
"505 Route 5 (NEW)","2018-02-25",7.44
"501 Route 1 (NEW)","2018-02-28",0.38
"504 Route 4 (NEW )","2018-03-09",4.62
"503 Route 3 (NEW)","2018-03-10",3.56
"505 Route 5 (NEW)","2018-03-10",2.78
"502 Route 2 (NEW)","2018-03-14",12.26
"503 Route 3 (NEW)","2018-03-14",12.18
"506 Route 6 (NEW)","2018-03-15",1.68
"506 Route 6 (NEW)","2018-03-26",4.68
"189 Missed Bins","2018-04-01",1.9
"503 Route 3 (NEW)","2018-04-02",12.86
"501 Route 1 (NEW)","2018-04-04",10.94
"503 Route 3 (NEW)","2018-04-04",13.78
"502 Route 2 (NEW)","2018-04-07",7.24
"505 Route 5 (NEW)","2018-04-07",5.38
"189 Missed Bins","2018-04-08",4.52
"506 Route 6 (NEW)","2018-04-16",2.6
"503 Route 3 (NEW)","2018-04-19",17.68
"505 Route 5 (NEW)","2018-04-20",17.18
"189 Missed Bins","2018-04-21",6.72
"507 Route 7 (NEW )","2018-04-21",2.44
"505 Route 5 (NEW)","2018-04-30",8.72
"506 Route 6 (NEW)","2018-04-30",6.7
"189 Missed Bins","2018-05-01",17.5
"501 Route 1 (NEW)","2018-05-05",8.64
"506 Route 6 (NEW)","2018-05-05",4.74
"505 Route 5 (NEW)","2018-05-06",8.5
"503 Route 3 (NEW)","2018-05-19",8.46
"504 Route 4 (NEW )","2018-05-20",19.14
"190 Rt 1","2018-05-28",9.02
"501 Route 1 (NEW)","2018-05-28",3.08
"501 Route 1 (NEW)","2018-05-29",14.88
"504 Route 4 (NEW )","2018-05-29",28.18
"504 Route 4 (NEW )","2018-06-01",5.82
"501 Route 1 (NEW)","2018-06-02",7.96
"606 Route 6A  (NEW)","2018-03-29",4.24
"603 Route 3A (NEW)","2018-04-11",7.36
"601 Route 1A (NEW)","2018-04-13",1.4
"603 Route 3A (NEW)","2018-05-08",13.74
"606 Route 6A  (NEW)","2018-05-10",4.28
"602 Route 2A (NEW)","2018-06-06",11.9
"605 Route 5A (NEW)","2018-06-08",8.76
"191 Rt 2","2018-03-29",0.32
"602 Route 2A (NEW)","2018-03-30",1.82
"601 Route 1A (NEW)","2018-04-03",2.58
"601 Route 1A (NEW)","2018-04-08",6.3
"191 Rt 2","2018-04-12",0.1
"602 Route 2A (NEW)","2018-04-18",2.5
"606 Route 6A  (NEW)","2018-05-05",0.68
"189 Missed Bins","2018-05-23",0.14
"604 Route 4A (NEW)","2018-05-27",5.26
"505 Route 5 (NEW)","2018-04-28",10.1
"505 Route 5 (NEW)","2018-06-04",15.22
"503 Route 3 (NEW)","2018-06-06",26.14
"506 Route 6 (NEW)","2018-06-06",4.22
"504 Route 4 (NEW )","2018-06-07",13.9
"506 Route 6 (NEW)","2018-06-08",6.26
"191 Rt 2","2018-06-13",2.04
"506 Route 6 (NEW)","2018-06-14",8.54
"189 Missed Bins","2018-06-30",8.92
"506 Route 6 (NEW)","2018-07-10",4.38
"502 Route 2 (NEW)","2018-07-12",26.42
"506 Route 6 (NEW)","2018-07-13",3.68
"504 Route 4 (NEW )","2018-08-20",11.36
"504 Route 4 (NEW )","2018-08-22",16.5
"505 Route 5 (NEW)","2018-08-25",8.16
"603 Route 3A (NEW)","2018-07-03",12.94
"602 Route 2A (NEW)","2018-07-08",4.78
"607 Route 7A (NEW)","2018-06-30",0.2
"604 Route 4A (NEW)","2018-07-15",1.5
"601 Route 1A (NEW)","2018-07-23",2.1
"602 Route 2A (NEW)","2018-08-09",3.36
"603 Route 3A (NEW)","2018-08-09",2.54
"604 Route 4A (NEW)","2018-08-12",1.48
"603 Route 3A (NEW)","2018-08-20",2.02
"605 Route 5A (NEW)","2018-08-24",2.62
"603 Route 3A (NEW)","2018-08-26",1.12
"605 Route 5A (NEW)","2018-07-21",3.5
"506 Route 6 (NEW)","2018-06-21",6.6
"505 Route 5 (NEW)","2018-06-24",10.08
"504 Route 4 (NEW )","2018-07-17",11.72
"504 Route 4 (NEW )","2018-07-20",9.2
"504 Route 4 (NEW )","2018-08-01",12.34
"507 Route 7 (NEW )","2018-08-04",3.04
"501 Route 1 (NEW)","2018-08-17",8.38
"505 Route 5 (NEW)","2018-09-09",8.8
"505 Route 5 (NEW)","2018-09-22",9.7
"504 Route 4 (NEW )","2018-10-18",17.22
"503 Route 3 (NEW)","2018-10-30",23.44
"501 Route 1 (NEW)","2018-11-01",21.02
"189 Missed Bins","2018-11-10",1.86
"602 Route 2A (NEW)","2018-09-29",6.96
"607 Route 7A (NEW)","2018-09-29",0.28
"601 Route 1A (NEW)","2018-10-25",5.26
"608 Route 8A (NEW)","2018-10-26",2.32
"602 Route 2A (NEW)","2018-09-03",2.04
"604 Route 4A (NEW)","2018-09-03",1.96
"603 Route 3A (NEW)","2018-09-08",1.28
"604 Route 4A (NEW)","2018-09-09",1.46
"607 Route 7A (NEW)","2018-09-21",0.4
"604 Route 4A (NEW)","2018-10-04",2.54
"601 Route 1A (NEW)","2018-10-06",1.1
"604 Route 4A (NEW)","2018-11-09",3.82
"503 Route 3 (NEW)","2018-08-29",18.02
"506 Route 6 (NEW)","2018-08-29",5.64
"503 Route 3 (NEW)","2018-09-27",9.72
"504 Route 4 (NEW )","2018-10-11",9.22
"504 Route 4 (NEW )","2018-10-13",13.48
"503 Route 3 (NEW)","2018-10-24",23.22
"504 Route 4 (NEW )","2018-10-24",15.1
"503 Route 3 (NEW)","2018-11-07",15.52
"508 Route 8 (NEW)","2018-11-10",8.94
"608 Route 8A (NEW)","2020-02-13",2.0
"605 Route 5A (NEW)","2020-03-09",7.64
"636 Bring sites","2020-03-17",1.04
"189 Missed Bins","2019-12-14",0.26
"602 Route 2A (NEW)","2020-01-07",4.34
"603 Route 3A (NEW)","2020-03-02",2.24
"602 Route 2A (NEW)","2020-03-16",2.3
"604 Route 4A (NEW)","2020-03-20",2.14
"602 Route 2A (NEW)","2020-01-05",5.76
"603 Route 3A (NEW)","2020-01-05",3.62
"608 Route 8A (NEW)","2020-01-31",1.66
"608 Route 8A (NEW)","2020-02-25",2.46
"603 Route 3A (NEW)","2018-05-17",2.06
"604 Route 4A (NEW)","2018-05-19",2.98
"601 Route 1A (NEW)","2018-05-22",7.6
"602 Route 2A (NEW)","2018-05-29",2.1
"601 Route 1A (NEW)","2018-03-29",6.94
