"route","day","tonnes"
"604 Route 4A (NEW)","2019-02-21",2.78
"605 Route 5A (NEW)","2019-02-22",3.34
"601 Route 1A (NEW)","2019-03-04",1.88
"603 Route 3A (NEW)","2019-03-09",1.14
"602 Route 2A (NEW)","2019-03-20",1.52
"602 Route 2A (NEW)","2019-03-23",1.78
"605 Route 5A (NEW)","2019-04-01",1.58
"602 Route 2A (NEW)","2019-02-25",6.82
"603 Route 3A (NEW)","2019-03-26",5.18
"603 Route 3A (NEW)","2019-03-31",2.92
"508 Route 8 (NEW)","2019-02-16",1.08
"509 Route 9 (NEW)","2019-02-16",0.48
"501 Route 1 (NEW)","2019-02-27",5.36
"505 Route 5 (NEW)","2019-03-01",6.44
"189 Missed Bins","2019-04-27",2.68
"501 Route 1 (NEW)","2019-05-01",21.88
"501 Route 1 (NEW)","2019-05-03",20.5
"502 Route 2 (NEW)","2019-06-12",17.18
"505 Route 5 (NEW)","2019-06-19",8.26
"608 Route 8A (NEW)","2019-05-12",1.58
"604 Route 4A (NEW)","2019-05-13",3.74
"603 Route 3A (NEW)","2019-06-04",7.4
"602 Route 2A (NEW)","2019-07-03",6.28
"601 Route 1A (NEW)","2019-07-07",4.38
"604 Route 4A (NEW)","2019-04-30",2.42
"601 Route 1A (NEW)","2019-05-04",1.22
"603 Route 3A (NEW)","2019-05-17",3.08
"601 Route 1A (NEW)","2019-05-28",3.78
"609 Route 9A (NEW)","2019-05-31",0.34
"602 Route 2A (NEW)","2019-06-01",2.02
"636 Bring sites","2019-07-04",2.74
"503 Route 3 (NEW)","2019-04-24",21.16
"505 Route 5 (NEW)","2019-05-07",13.2
"504 Route 4 (NEW )","2019-05-10",16.2
"508 Route 8 (NEW)","2019-06-06",5.4
"504 Route 4 (NEW )","2019-08-05",14.86
"509 Route 9 (NEW)","2019-08-11",2.9
"505 Route 5 (NEW)","2019-09-04",8.98
"603 Route 3A (NEW)","2019-08-03",4.46
"608 Route 8A (NEW)","2019-08-04",1.6
"601 Route 1A (NEW)","2019-08-27",12.94
"608 Route 8A (NEW)","2019-08-27",3.72
"601 Route 1A (NEW)","2019-08-31",4.06
"605 Route 5A (NEW)","2019-09-21",1.6
"603 Route 3A (NEW)","2019-07-14",1.18
"602 Route 2A (NEW)","2019-07-25",3.62
"608 Route 8A (NEW)","2019-07-26",0.82
"603 Route 3A (NEW)","2019-08-06",2.94
"608 Route 8A (NEW)","2019-08-11",0.44
"604 Route 4A (NEW)","2019-08-23",4.54
"601 Route 1A (NEW)","2019-08-25",1.2
"605 Route 5A (NEW)","2019-08-25",1.52
"602 Route 2A (NEW)","2019-09-05",3.2
"602 Route 2A (NEW)","2019-07-16",5.24
"602 Route 2A (NEW)","2019-07-19",4.78
"602 Route 2A (NEW)","2019-08-12",6.7
"605 Route 5A (NEW)","2019-09-09",5.36
"604 Route 4A (NEW)","2019-09-13",4.14
"609 Route 9A (NEW)","2019-09-19",0.54
"503 Route 3 (NEW)","2019-07-19",14.16
"508 Route 8 (NEW)","2019-07-19",3.8
"508 Route 8 (NEW)","2019-07-29",5.86
"501 Route 1 (NEW)","2019-08-03",10.2
"501 Route 1 (NEW)","2019-08-14",12.66
"503 Route 3 (NEW)","2019-08-17",14.1
"504 Route 4 (NEW )","2019-08-26",14.32
"504 Route 4 (NEW )","2019-08-27",17.78
"508 Route 8 (NEW)","2019-08-30",4.3
"504 Route 4 (NEW )","2019-09-12",8.8
"509 Route 9 (NEW)","2019-09-13",2.86
"508 Route 8 (NEW)","2019-10-06",3.06
"189 Missed Bins","2019-10-10",0.96
"502 Route 2 (NEW)","2019-10-15",12.74
"509 Route 9 (NEW)","2019-10-19",2.04
"504 Route 4 (NEW )","2019-10-31",19.38
"503 Route 3 (NEW)","2019-11-01",20.84
"503 Route 3 (NEW)","2019-11-12",21.5
"509 Route 9 (NEW)","2019-11-16",1.22
"605 Route 5A (NEW)","2019-11-01",3.12
"602 Route 2A (NEW)","2019-11-25",2.12
"602 Route 2A (NEW)","2019-12-02",6.08
"504 Route 4 (NEW )","2019-10-21",15.62
"504 Route 4 (NEW )","2019-11-10",14.2
"509 Route 9 (NEW)","2019-11-10",1.8
"501 Route 1 (NEW)","2019-11-22",3.9
"504 Route 4 (NEW )","2020-01-12",19.28
"509 Route 9 (NEW)","2020-01-12",2.26
"189 Missed Bins","2020-01-29",0.52
"508 Route 8 (NEW)","2020-02-08",2.56
"505 Route 5 (NEW)","2020-03-18",6.46
"603 Route 3A (NEW)","2019-12-17",7.8
"603 Route 3A (NEW)","2020-01-25",1.16
"602 Route 2A (NEW)","2020-01-26",1.84
"601 Route 1A (NEW)","2020-02-18",3.64
"608 Route 8A (NEW)","2020-03-07",0.3
"605 Route 5A (NEW)","2019-12-30",4.96
"608 Route 8A (NEW)","2020-01-27",3.52
"604 Route 4A (NEW)","2020-02-28",4.46
"602 Route 2A (NEW)","2020-03-24",7.38
"501 Route 1 (NEW)","2020-03-31",27.2
"606 Route 6A  (NEW)","2018-05-19",0.58
"606 Route 6A  (NEW)","2018-04-25",3.34
"602 Route 2A (NEW)","2018-05-22",10.74
"503 Route 3 (NEW)","2018-03-29",4.9
"505 Route 5 (NEW)","2018-05-17",7.16
"506 Route 6 (NEW)","2018-05-22",7.14
"504 Route 4 (NEW )","2018-05-26",20.24
"503 Route 3 (NEW)","2018-06-26",23.24
"502 Route 2 (NEW)","2018-07-23",12.74
"501 Route 1 (NEW)","2018-07-26",23.0
"504 Route 4 (NEW )","2018-08-08",17.26
"505 Route 5 (NEW)","2018-08-24",16.76
"507 Route 7 (NEW )","2018-08-25",1.96
"604 Route 4A (NEW)","2018-07-13",1.46
"601 Route 1A (NEW)","2018-07-15",0.94
"601 Route 1A (NEW)","2018-08-20",2.42
"601 Route 1A (NEW)","2018-08-23",2.58
"601 Route 1A (NEW)","2018-08-24",1.36
"605 Route 5A (NEW)","2018-06-23",3.26
"604 Route 4A (NEW)","2018-07-16",5.24
"602 Route 2A (NEW)","2018-08-14",6.16
"602 Route 2A (NEW)","2018-08-17",6.28
"601 Route 1A (NEW)","2018-08-19",5.14
"505 Route 5 (NEW)","2018-07-07",9.58
"501 Route 1 (NEW)","2018-07-19",9.32
"506 Route 6 (NEW)","2018-07-20",3.02
"506 Route 6 (NEW)","2018-08-04",1.58
"189 Missed Bins","2018-08-31",1.22
"506 Route 6 (NEW)","2018-09-03",5.08
"502 Route 2 (NEW)","2018-10-04",27.5
"501 Route 1 (NEW)","2018-10-16",31.76
"501 Route 1 (NEW)","2018-10-17",15.28
"189 Missed Bins","2018-10-19",0.74
"504 Route 4 (NEW )","2018-11-03",8.66
"606 Route 6A  (NEW)","2018-09-24",3.22
"604 Route 4A (NEW)","2018-09-28",7.88
"606 Route 6A  (NEW)","2018-09-29",0.94
"606 Route 6A  (NEW)","2018-09-30",1.34
"603 Route 3A (NEW)","2018-10-24",6.18
"606 Route 6A  (NEW)","2018-09-05",0.48
"602 Route 2A (NEW)","2018-09-07",2.82
"602 Route 2A (NEW)","2018-10-05",2.04
"602 Route 2A (NEW)","2018-10-15",1.7
"608 Route 8A (NEW)","2018-10-17",0.6
"603 Route 3A (NEW)","2018-10-09",5.44
"604 Route 4A (NEW)","2018-10-11",5.06
"605 Route 5A (NEW)","2018-10-13",2.46
"603 Route 3A (NEW)","2018-10-14",2.48
"501 Route 1 (NEW)","2018-09-02",8.1
"504 Route 4 (NEW )","2018-09-16",10.6
"505 Route 5 (NEW)","2018-11-14",9.72
"509 Route 9 (NEW)","2018-11-19",0.88
"189 Missed Bins","2018-11-22",1.02
"504 Route 4 (NEW )","2018-11-29",18.12
"503 Route 3 (NEW)","2018-11-30",19.7
"504 Route 4 (NEW )","2018-12-15",11.34
"508 Route 8 (NEW)","2018-12-29",4.06
"502 Route 2 (NEW)","2018-12-30",17.96
"504 Route 4 (NEW )","2019-01-07",13.84
"501 Route 1 (NEW)","2019-01-23",15.32
"501 Route 1 (NEW)","2019-01-26",7.9
"504 Route 4 (NEW )","2019-01-27",9.88
"508 Route 8 (NEW)","2019-01-27",2.6
"601 Route 1A (NEW)","2018-11-19",10.08
"609 Route 9A (NEW)","2018-12-24",0.64
"601 Route 1A (NEW)","2019-01-09",5.2
"608 Route 8A (NEW)","2019-01-10",1.28
"602 Route 2A (NEW)","2019-01-11",5.28
"189 Missed Bins","2018-12-10",0.92
"508 Route 8 (NEW)","2018-11-22",2.4
"501 Route 1 (NEW)","2018-11-23",3.94
"502 Route 2 (NEW)","2018-11-25",8.36
"504 Route 4 (NEW )","2018-12-17",8.22
"508 Route 8 (NEW)","2018-12-20",1.98
"501 Route 1 (NEW)","2018-12-22",2.78
"501 Route 1 (NEW)","2019-01-17",2.34
"502 Route 2 (NEW)","2019-02-01",2.64
"504 Route 4 (NEW )","2019-02-10",18.74
"504 Route 4 (NEW )","2019-03-06",23.52
"505 Route 5 (NEW)","2019-03-27",5.9
"189 Missed Bins","2019-03-30",8.06
"505 Route 5 (NEW)","2019-04-03",9.02
"501 Route 1 (NEW)","2019-04-17",18.58
"504 Route 4 (NEW )","2019-04-19",12.44
"502 Route 2 (NEW)","2019-04-21",11.44
"602 Route 2A (NEW)","2019-03-13",9.26
"602 Route 2A (NEW)","2019-03-17",9.22
"601 Route 1A (NEW)","2019-04-12",6.52
"602 Route 2A (NEW)","2019-04-14",6.54
"604 Route 4A (NEW)","2019-03-24",1.36
"605 Route 5A (NEW)","2019-04-05",2.92
"601 Route 1A (NEW)","2019-03-03",3.58
"504 Route 4 (NEW )","2019-02-03",4.68
"509 Route 9 (NEW)","2019-03-16",1.12
"503 Route 3 (NEW)","2019-03-28",6.14
"503 Route 3 (NEW)","2019-04-09",8.24
"502 Route 2 (NEW)","2019-04-12",9.8
"501 Route 1 (NEW)","2019-04-29",22.58
"504 Route 4 (NEW )","2019-05-01",25.38
"505 Route 5 (NEW)","2019-05-01",2.28
"504 Route 4 (NEW )","2019-05-03",12.4
"509 Route 9 (NEW)","2019-05-05",2.86
"503 Route 3 (NEW)","2019-05-16",16.54
"501 Route 1 (NEW)","2019-05-27",17.46
"501 Route 1 (NEW)","2019-06-01",11.46
"504 Route 4 (NEW )","2019-06-10",20.12
"503 Route 3 (NEW)","2019-06-12",14.22
"605 Route 5A (NEW)","2019-05-06",8.16
"608 Route 8A (NEW)","2019-06-05",2.52
"604 Route 4A (NEW)","2019-07-01",7.14
"602 Route 2A (NEW)","2019-06-24",2.24
"608 Route 8A (NEW)","2019-06-29",0.86
"602 Route 2A (NEW)","2019-04-26",14.82
"608 Route 8A (NEW)","2019-05-20",2.64
"602 Route 2A (NEW)","2019-05-21",5.12
"601 Route 1A (NEW)","2019-05-23",4.98
"608 Route 8A (NEW)","2019-05-24",1.46
"608 Route 8A (NEW)","2019-05-26",1.18
"604 Route 4A (NEW)","2019-06-22",3.52
"501 Route 1 (NEW)","2019-05-10",15.16
"504 Route 4 (NEW )","2019-05-22",25.68
"501 Route 1 (NEW)","2019-05-26",9.16
"502 Route 2 (NEW)","2019-06-04",18.98
"508 Route 8 (NEW)","2019-06-08",3.04
"502 Route 2 (NEW)","2019-06-22",22.4
"508 Route 8 (NEW)","2019-06-22",1.52
"502 Route 2 (NEW)","2019-07-04",18.9
"505 Route 5 (NEW)","2019-07-10",10.74
"504 Route 4 (NEW )","2019-07-11",15.24
"503 Route 3 (NEW)","2019-08-06",20.78
"501 Route 1 (NEW)","2019-08-08",16.66
"508 Route 8 (NEW)","2019-08-08",5.68
"504 Route 4 (NEW )","2019-08-10",18.96
"504 Route 4 (NEW )","2019-08-23",11.66
"502 Route 2 (NEW)","2019-09-16",15.92
"503 Route 3 (NEW)","2019-09-21",15.4
"608 Route 8A (NEW)","2019-09-24",3.48
"602 Route 2A (NEW)","2019-07-09",1.88
"604 Route 4A (NEW)","2019-08-05",2.22
"602 Route 2A (NEW)","2019-08-08",2.94
"602 Route 2A (NEW)","2019-08-11",2.04
"601 Route 1A (NEW)","2019-09-21",1.2
"604 Route 4A (NEW)","2019-07-19",4.06
"609 Route 9A (NEW)","2019-07-19",1.62
"605 Route 5A (NEW)","2019-07-21",3.66
"604 Route 4A (NEW)","2019-08-13",5.7
"602 Route 2A (NEW)","2019-08-14",6.18
"608 Route 8A (NEW)","2019-08-17",1.36
"602 Route 2A (NEW)","2019-09-09",6.98
"508 Route 8 (NEW)","2019-07-16",7.82
"503 Route 3 (NEW)","2019-07-18",11.62
"502 Route 2 (NEW)","2019-07-30",22.66
"502 Route 2 (NEW)","2019-08-16",12.7
"501 Route 1 (NEW)","2019-08-28",21.9
"502 Route 2 (NEW)","2019-08-28",6.06
"509 Route 9 (NEW)","2019-08-30",4.36
"508 Route 8 (NEW)","2019-09-12",5.54
"505 Route 5 (NEW)","2019-09-23",15.92
"503 Route 3 (NEW)","2019-10-01",20.64
"505 Route 5 (NEW)","2019-10-02",12.3
"502 Route 2 (NEW)","2019-11-02",11.1
"189 Missed Bins","2019-11-08",0.94
"504 Route 4 (NEW )","2019-11-27",6.72
"603 Route 3A (NEW)","2019-09-25",7.48
"601 Route 1A (NEW)","2019-09-26",8.2
"603 Route 3A (NEW)","2019-11-23",4.42
"605 Route 5A (NEW)","2019-09-30",1.52
"604 Route 4A (NEW)","2019-10-20",1.42
"608 Route 8A (NEW)","2019-10-28",0.78
"602 Route 2A (NEW)","2019-10-30",2.66
"605 Route 5A (NEW)","2020-01-10",4.74
"604 Route 4A (NEW)","2020-01-21",2.1
"603 Route 3A (NEW)","2020-01-22",2.32
"601 Route 1A (NEW)","2020-02-07",3.46
"603 Route 3A (NEW)","2020-02-22",1.08
"601 Route 1A (NEW)","2020-03-17",1.86
"603 Route 3A (NEW)","2020-03-19",2.04
"605 Route 5A (NEW)","2020-03-20",0.42
"602 Route 2A (NEW)","2020-02-26",5.82
"603 Route 3A (NEW)","2020-02-27",5.06
"636 Bring sites","2020-03-28",4.12
"601 Route 1A (NEW)","2018-05-03",2.54
"604 Route 4A (NEW)","2018-05-03",2.64
"606 Route 6A  (NEW)","2018-05-04",0.84
"603 Route 3A (NEW)","2018-04-29",2.72
"606 Route 6A  (NEW)","2018-05-25",1.82
"504 Route 4 (NEW )","2018-03-29",6.08
"506 Route 6 (NEW)","2018-04-28",1.84
"503 Route 3 (NEW)","2018-05-22",33.54
"501 Route 1 (NEW)","2018-06-07",24.76
"506 Route 6 (NEW)","2018-06-10",2.88
"503 Route 3 (NEW)","2018-07-15",7.88
"506 Route 6 (NEW)","2018-08-23",5.9
"603 Route 3A (NEW)","2018-07-02",6.94
"602 Route 2A (NEW)","2018-07-30",8.54
"603 Route 3A (NEW)","2018-07-30",2.6
"606 Route 6A  (NEW)","2018-08-03",2.64
"606 Route 6A  (NEW)","2018-07-11",0.82
"605 Route 5A (NEW)","2018-07-29",1.58
"602 Route 2A (NEW)","2018-08-08",2.38
"605 Route 5A (NEW)","2018-08-11",1.5
"606 Route 6A  (NEW)","2018-08-24",0.54
"602 Route 2A (NEW)","2018-07-16",7.26
"605 Route 5A (NEW)","2018-07-16",5.34
"504 Route 4 (NEW )","2018-06-20",23.5
"501 Route 1 (NEW)","2018-06-23",8.26
"504 Route 4 (NEW )","2018-07-19",11.06
"504 Route 4 (NEW )","2018-08-15",13.9
"502 Route 2 (NEW)","2018-08-16",9.98
"507 Route 7 (NEW )","2018-08-18",3.34
"502 Route 2 (NEW)","2018-09-09",9.12
"505 Route 5 (NEW)","2018-09-26",11.46
"506 Route 6 (NEW)","2018-10-01",6.08
"505 Route 5 (NEW)","2018-10-10",10.68
"508 Route 8 (NEW)","2018-10-15",8.26
"504 Route 4 (NEW )","2018-10-19",17.78
"604 Route 4A (NEW)","2018-08-30",8.4
"604 Route 4A (NEW)","2018-09-25",8.72
"602 Route 2A (NEW)","2018-09-28",8.72
"602 Route 2A (NEW)","2018-09-06",3.34
"604 Route 4A (NEW)","2018-09-19",1.94
"603 Route 3A (NEW)","2018-10-03",2.02
"608 Route 8A (NEW)","2018-10-15",1.28
"603 Route 3A (NEW)","2018-10-30",2.76
"601 Route 1A (NEW)","2018-09-11",4.1
"602 Route 2A (NEW)","2018-09-16",4.12
"609 Route 9A (NEW)","2018-11-09",0.44
"605 Route 5A (NEW)","2018-11-10",3.3
"502 Route 2 (NEW)","2018-10-09",20.74
"509 Route 9 (NEW)","2018-10-26",0.98
"503 Route 3 (NEW)","2018-11-15",17.36
"502 Route 2 (NEW)","2018-11-18",9.2
"509 Route 9 (NEW)","2018-11-30",2.72
"509 Route 9 (NEW)","2018-12-14",3.64
"505 Route 5 (NEW)","2018-12-15",11.14
"504 Route 4 (NEW )","2018-12-27",20.12
"504 Route 4 (NEW )","2019-01-11",13.48
"505 Route 5 (NEW)","2019-01-27",9.86
"603 Route 3A (NEW)","2018-12-19",13.68
"601 Route 1A (NEW)","2018-12-22",3.92
"189 Missed Bins","2018-12-24",4.16
"608 Route 8A (NEW)","2019-01-16",2.52
"608 Route 8A (NEW)","2019-01-12",0.74
"636 Bring sites","2018-12-02",1.8
"604 Route 4A (NEW)","2018-12-31",4.92
"603 Route 3A (NEW)","2019-01-06",4.24
"604 Route 4A (NEW)","2019-01-06",6.44
"502 Route 2 (NEW)","2018-11-23",5.86
"501 Route 1 (NEW)","2018-12-05",3.8
"505 Route 5 (NEW)","2018-12-09",5.02
"504 Route 4 (NEW )","2018-12-20",4.36
"504 Route 4 (NEW )","2018-12-31",14.68
"505 Route 5 (NEW)","2018-12-31",6.5
"504 Route 4 (NEW )","2019-01-03",5.7
"501 Route 1 (NEW)","2019-01-05",3.36
"501 Route 1 (NEW)","2019-01-29",2.74
"508 Route 8 (NEW)","2019-03-08",4.14
"508 Route 8 (NEW)","2019-03-10",3.68
"189 Missed Bins","2019-03-11",5.68
"504 Route 4 (NEW )","2019-04-07",8.68
"509 Route 9 (NEW)","2019-04-19",3.34
"601 Route 1A (NEW)","2019-04-09",14.76
"608 Route 8A (NEW)","2019-04-03",0.76
"603 Route 3A (NEW)","2019-04-05",3.3
"603 Route 3A (NEW)","2019-04-07",1.24
"601 Route 1A (NEW)","2019-04-15",2.06
"601 Route 1A (NEW)","2019-04-21",1.94
"609 Route 9A (NEW)","2019-02-06",0.34
"502 Route 2 (NEW)","2019-02-13",7.16
"501 Route 1 (NEW)","2019-03-02",5.2
"509 Route 9 (NEW)","2019-03-03",1.4
"501 Route 1 (NEW)","2019-03-16",3.02
"501 Route 1 (NEW)","2019-03-28",5.82
"503 Route 3 (NEW)","2019-05-13",13.3
"502 Route 2 (NEW)","2019-05-17",13.78
"503 Route 3 (NEW)","2019-05-30",18.2
"501 Route 1 (NEW)","2019-06-14",18.62
"502 Route 2 (NEW)","2019-06-25",15.52
"502 Route 2 (NEW)","2019-06-28",16.88
"189 Missed Bins","2019-05-09",0.42
"601 Route 1A (NEW)","2019-06-03",2.46
"602 Route 2A (NEW)","2019-06-06",7.48
"608 Route 8A (NEW)","2019-06-08",1.02
"604 Route 4A (NEW)","2019-05-27",1.86
"608 Route 8A (NEW)","2019-06-25",1.16
"602 Route 2A (NEW)","2019-06-26",2.58
"603 Route 3A (NEW)","2019-06-26",2.22
"603 Route 3A (NEW)","2019-04-23",4.86
"602 Route 2A (NEW)","2019-05-26",8.36
"602 Route 2A (NEW)","2019-06-17",6.9
"602 Route 2A (NEW)","2019-06-20",5.38
"609 Route 9A (NEW)","2019-06-23",1.42
"501 Route 1 (NEW)","2019-04-24",8.38
"508 Route 8 (NEW)","2019-04-24",4.42
"501 Route 1 (NEW)","2019-05-25",9.8
"503 Route 3 (NEW)","2019-07-02",14.2
"504 Route 4 (NEW )","2019-07-25",27.12
"504 Route 4 (NEW )","2019-07-26",10.86
"505 Route 5 (NEW)","2019-07-31",8.56
"508 Route 8 (NEW)","2019-08-06",8.08
"503 Route 3 (NEW)","2019-08-20",19.92
"504 Route 4 (NEW )","2019-09-02",11.52
"505 Route 5 (NEW)","2019-09-08",16.28
"504 Route 4 (NEW )","2019-09-16",10.56
"508 Route 8 (NEW)","2019-09-21",2.94
"608 Route 8A (NEW)","2019-07-29",3.4
"608 Route 8A (NEW)","2019-08-02",2.18
"608 Route 8A (NEW)","2019-08-31",0.88
"604 Route 4A (NEW)","2019-07-10",1.98
"602 Route 2A (NEW)","2019-07-26",2.44
"604 Route 4A (NEW)","2019-07-27",1.52
"602 Route 2A (NEW)","2019-08-07",2.56
"604 Route 4A (NEW)","2019-08-21",2.36
"602 Route 2A (NEW)","2019-08-24",1.94
"605 Route 5A (NEW)","2019-09-20",2.86
"601 Route 1A (NEW)","2019-08-17",3.56
"502 Route 2 (NEW)","2019-08-01",14.74
"502 Route 2 (NEW)","2019-08-04",16.84
"504 Route 4 (NEW )","2019-08-04",26.2
"504 Route 4 (NEW )","2019-09-01",26.46
"503 Route 3 (NEW)","2019-09-09",18.46
"504 Route 4 (NEW )","2019-10-02",15.82
"501 Route 1 (NEW)","2019-10-05",6.54
"505 Route 5 (NEW)","2019-10-15",8.28
"501 Route 1 (NEW)","2019-11-04",12.7
"505 Route 5 (NEW)","2019-11-15",18.68
"501 Route 1 (NEW)","2019-12-01",7.94
"189 Missed Bins","2019-12-10",0.34
"602 Route 2A (NEW)","2019-09-28",5.36
"604 Route 4A (NEW)","2019-10-24",7.96
"604 Route 4A (NEW)","2019-10-26",3.88
"604 Route 4A (NEW)","2019-10-27",10.16
"603 Route 3A (NEW)","2019-11-20",10.28
"636 Bring sites","2019-12-03",2.14
"603 Route 3A (NEW)","2019-10-30",1.92
"601 Route 1A (NEW)","2019-11-02",1.1
"602 Route 2A (NEW)","2019-11-13",2.44
"608 Route 8A (NEW)","2019-11-16",0.34
"608 Route 8A (NEW)","2019-10-11",1.32
"605 Route 5A (NEW)","2019-11-08",3.68
"508 Route 8 (NEW)","2019-10-24",4.74
"504 Route 4 (NEW )","2019-10-25",17.56
"501 Route 1 (NEW)","2019-10-27",6.62
"501 Route 1 (NEW)","2020-01-07",21.24
"501 Route 1 (NEW)","2020-01-08",25.08
"504 Route 4 (NEW )","2020-01-22",0.02
"504 Route 4 (NEW )","2020-02-08",9.3
"602 Route 2A (NEW)","2019-12-16",14.96
"601 Route 1A (NEW)","2019-12-17",9.82
"604 Route 4A (NEW)","2019-12-18",9.58
"604 Route 4A (NEW)","2020-02-10",4.94
"504 Route 4 (NEW )","2019-10-18",7.62
"504 Route 4 (NEW )","2019-11-16",9.32
"602 Route 2A (NEW)","2019-09-29",6.46
"602 Route 2A (NEW)","2019-10-25",7.56
"608 Route 8A (NEW)","2019-10-02",0.58
"608 Route 8A (NEW)","2019-10-14",0.82
"605 Route 5A (NEW)","2019-10-18",2.62
"604 Route 4A (NEW)","2019-11-12",2.32
"609 Route 9A (NEW)","2019-12-01",0.42
"604 Route 4A (NEW)","2019-12-07",4.06
"508 Route 8 (NEW)","2019-11-06",3.0
"508 Route 8 (NEW)","2020-01-06",7.6
"504 Route 4 (NEW )","2020-02-04",15.34
"504 Route 4 (NEW )","2020-02-20",18.98
"503 Route 3 (NEW)","2020-02-21",20.3
"508 Route 8 (NEW)","2020-03-07",2.86
"509 Route 9 (NEW)","2020-03-08",1.76
"508 Route 8 (NEW)","2020-03-19",5.74
"502 Route 2 (NEW)","2020-03-22",12.28
"501 Route 1 (NEW)","2020-03-23",2.68
"609 Route 9A (NEW)","2019-12-23",1.34
"608 Route 8A (NEW)","2020-01-19",2.5
"608 Route 8A (NEW)","2020-02-11",3.24
"605 Route 5A (NEW)","2020-02-14",6.24
"602 Route 2A (NEW)","2020-03-12",8.14
"604 Route 4A (NEW)","2020-01-12",4.04
"604 Route 4A (NEW)","2020-02-19",2.36
"601 Route 1A (NEW)","2020-02-20",3.06
"605 Route 5A (NEW)","2020-02-23",1.32
"608 Route 8A (NEW)","2020-02-23",0.4
"604 Route 4A (NEW)","2020-03-05",1.72
"604 Route 4A (NEW)","2020-03-08",2.04
"603 Route 3A (NEW)","2020-03-18",2.66
"601 Route 1A (NEW)","2020-03-21",0.86
"608 Route 8A (NEW)","2020-03-24",3.86
"603 Route 3A (NEW)","2019-12-31",4.46
"604 Route 4A (NEW)","2020-01-03",10.26
"602 Route 2A (NEW)","2020-01-31",7.0
"608 Route 8A (NEW)","2020-02-28",1.74
"602 Route 2A (NEW)","2018-05-04",3.04
"606 Route 6A  (NEW)","2018-05-20",0.26
"601 Route 1A (NEW)","2018-05-30",3.04
"603 Route 3A (NEW)","2018-05-23",7.26
"502 Route 2 (NEW)","2018-04-27",12.04
"506 Route 6 (NEW)","2018-05-10",2.88
"506 Route 6 (NEW)","2018-05-23",6.7
"507 Route 7 (NEW )","2018-05-26",2.1
"506 Route 6 (NEW)","2018-06-07",10.04
"503 Route 3 (NEW)","2018-06-29",20.84
"501 Route 1 (NEW)","2018-07-15",14.62
"503 Route 3 (NEW)","2018-07-29",10.54
"502 Route 2 (NEW)","2018-08-11",17.44
"502 Route 2 (NEW)","2018-08-26",9.52
"601 Route 1A (NEW)","2018-07-08",5.64
"602 Route 2A (NEW)","2018-07-31",6.86
"604 Route 4A (NEW)","2018-08-01",8.02
"603 Route 3A (NEW)","2018-08-02",6.92
"603 Route 3A (NEW)","2018-08-03",7.36
"603 Route 3A (NEW)","2018-08-04",5.04
"604 Route 4A (NEW)","2018-08-09",3.58
"603 Route 3A (NEW)","2018-07-23",2.0
"602 Route 2A (NEW)","2018-07-27",3.16
"604 Route 4A (NEW)","2018-07-18",6.04
"606 Route 6A  (NEW)","2018-08-17",1.6
"604 Route 4A (NEW)","2018-08-19",6.74
"503 Route 3 (NEW)","2018-06-18",16.62
"510 Route 10 (NEW)","2018-07-11",0.3
"506 Route 6 (NEW)","2018-07-21",4.3
"189 Missed Bins","2018-07-22",7.2
"502 Route 2 (NEW)","2018-08-04",11.66
"506 Route 6 (NEW)","2018-09-08",4.14
"507 Route 7 (NEW )","2018-09-22",1.56
"510 Route 10 (NEW)","2018-09-26",0.64
"501 Route 1 (NEW)","2018-10-01",13.94
"502 Route 2 (NEW)","2018-10-20",11.44
"503 Route 3 (NEW)","2018-10-29",13.12
"189 Missed Bins","2018-11-02",11.48
"603 Route 3A (NEW)","2018-08-29",8.56
"607 Route 7A (NEW)","2018-09-06",1.38
"603 Route 3A (NEW)","2018-09-30",4.84
"189 Missed Bins","2018-10-03",0.18
"601 Route 1A (NEW)","2018-09-03",2.38
"601 Route 1A (NEW)","2018-09-10",10.06
"602 Route 2A (NEW)","2018-10-21",1.74
"606 Route 6A  (NEW)","2018-09-14",1.22
"608 Route 8A (NEW)","2018-10-12",1.38
"604 Route 4A (NEW)","2018-11-07",5.18
"608 Route 8A (NEW)","2018-11-10",0.96
"605 Route 5A (NEW)","2018-11-11",3.84
"502 Route 2 (NEW)","2018-08-29",17.42
"503 Route 3 (NEW)","2018-08-30",11.82
"189 Missed Bins","2018-09-12",1.32
"504 Route 4 (NEW )","2018-09-15",7.64
"502 Route 2 (NEW)","2018-09-24",18.24
"503 Route 3 (NEW)","2018-09-24",16.02
"503 Route 3 (NEW)","2018-09-26",19.34
"503 Route 3 (NEW)","2018-10-25",9.58
"503 Route 3 (NEW)","2018-11-06",6.8
"508 Route 8 (NEW)","2018-11-08",3.58
"504 Route 4 (NEW )","2018-11-11",10.64
"189 Missed Bins","2018-12-02",13.46
"504 Route 4 (NEW )","2018-12-05",8.8
"505 Route 5 (NEW)","2019-01-10",2.52
"509 Route 9 (NEW)","2019-01-13",12.32
"602 Route 2A (NEW)","2018-11-23",9.48
"604 Route 4A (NEW)","2018-11-24",4.96
"604 Route 4A (NEW)","2019-01-15",11.66
"603 Route 3A (NEW)","2019-01-20",5.7
"609 Route 9A (NEW)","2018-11-16",0.3
"603 Route 3A (NEW)","2018-12-01",1.12
"603 Route 3A (NEW)","2019-01-21",1.9
