qid,P1082,qal585,qal459,S854,#
Q208279,220780,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Highland council area's 2006 population"""
Q209131,111550,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Ayrshire council area's 2003 population"""
Q211106,91440,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Moray council area's 2007 population"""
Q55934339,621020,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Glasgow City council area's 2017 population"""
Q207111,339390,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Lanarkshire council area's 2016 population"""
Q207111,325400,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Lanarkshire council area's 2004 population"""
Q208121,91370,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Dunbartonshire council area's 2007 population"""
Q201149,357260,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2006 population"""
Q2357511,145460,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dundee City council area's 2001 population"""
Q207111,337720,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Lanarkshire council area's 2011 population"""
Q211106,90100,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Moray council area's 2005 population"""
Q217838,87510,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Stirling council area's 2005 population"""
Q62274582,214020,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeen City council area's 2008 population"""
Q2379199,447500,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set City of Edinburgh council area's 2002 population"""
Q209135,122730,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Ayrshire council area's 2012 population"""
Q217838,86920,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Stirling council area's 2004 population"""
Q189912,237570,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeenshire council area's 2005 population"""
Q202177,111340,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Angus council area's 2005 population"""
Q206926,136500,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Ayrshire council area's 2004 population"""
Q202177,116290,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Angus council area's 2013 population"""
Q80967,26430,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Outer Hebrides council area's 2003 population"""
Q80967,27560,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Outer Hebrides council area's 2012 population"""
Q207257,91060,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Lothian council area's 2002 population"""
Q202174,90580,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Argyll and Bute council area's 2004 population"""
Q208121,92470,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Dunbartonshire council area's 2003 population"""
Q206926,135890,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Ayrshire council area's 2016 population"""
Q207111,327140,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Lanarkshire council area's 2005 population"""
Q211889,108640,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Dunbartonshire council area's 2019 population"""
Q209135,120280,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Ayrshire council area's 2005 population"""
Q202174,88050,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Argyll and Bute council area's 2013 population"""
Q80967,27600,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Outer Hebrides council area's 2010 population"""
Q211091,171870,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Renfrewshire council area's 2007 population"""
Q207257,91640,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Lothian council area's 2003 population"""
Q201149,350740,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2002 population"""
Q217838,87090,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Stirling council area's 2003 population"""
Q206934,81550,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Midlothian council area's 2008 population"""
Q207111,338260,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Lanarkshire council area's 2015 population"""
Q201149,361420,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2009 population"""
Q47134,23200,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Shetland Islands council area's 2015 population"""
Q208121,93320,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Dunbartonshire council area's 2001 population"""
Q2357511,148710,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dundee City council area's 2017 population"""
Q126514,150280,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2013 population"""
Q211091,172640,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Renfrewshire council area's 2008 population"""
Q80967,27210,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Outer Hebrides council area's 2007 population"""
Q189912,255560,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeenshire council area's 2012 population"""
Q207111,321180,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Lanarkshire council area's 2001 population"""
Q211889,107350,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Dunbartonshire council area's 2002 population"""
Q208121,90610,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Dunbartonshire council area's 2011 population"""
Q126514,151100,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2010 population"""
Q100166,19220,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Orkney Islands council area's 2001 population"""
Q126514,147670,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2002 population"""
Q208121,90340,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Dunbartonshire council area's 2012 population"""
Q211113,108390,+2003-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Scottish Borders council area's 2003 population"""
Q211091,174700,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Renfrewshire council area's 2011 population"""
Q201149,366900,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2013 population"""
Q55934339,576450,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Glasgow City council area's 2002 population"""
Q209135,122690,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Ayrshire council area's 2011 population"""
Q216802,151090,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Falkirk council area's 2006 population"""
Q217838,93750,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Stirling council area's 2016 population"""
Q209135,121940,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Ayrshire council area's 2017 population"""
Q126514,148700,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2004 population"""
Q204940,159030,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Lothian council area's 2001 population"""
Q211925,92410,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2014 population"""
Q189912,261210,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeenshire council area's 2019 population"""
Q209131,111690,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Ayrshire council area's 2002 population"""
Q189912,249020,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeenshire council area's 2009 population"""
Q207268,51360,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Clackmannanshire council area's 2015 population"""
Q217838,91230,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Stirling council area's 2013 population"""
Q2357511,143360,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dundee City council area's 2006 population"""
Q100166,21530,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Orkney Islands council area's 2012 population"""
Q206934,80370,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Midlothian council area's 2007 population"""
Q189912,261960,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeenshire council area's 2015 population"""
Q62274582,208690,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeen City council area's 2005 population"""
Q126514,151160,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2009 population"""
Q47134,23200,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Shetland Islands council area's 2013 population"""
Q211925,90410,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2010 population"""
Q62274582,228670,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeen City council area's 2019 population"""
Q202174,86890,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Argyll and Bute council area's 2015 population"""
Q189912,251430,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeenshire council area's 2010 population"""
Q204940,163540,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Lothian council area's 2004 population"""
Q206934,80230,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Midlothian council area's 2004 population"""
Q208271,81220,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Inverclyde council area's 2011 population"""
Q62274582,211910,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeen City council area's 2001 population"""
Q209135,122430,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Ayrshire council area's 2013 population"""
Q206934,92460,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Midlothian council area's 2019 population"""
Q208271,81510,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Inverclyde council area's 2010 population"""
Q208121,91410,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Dunbartonshire council area's 2006 population"""
Q207257,92170,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Lothian council area's 2004 population"""
Q216802,156800,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Falkirk council area's 2012 population"""
Q208121,89710,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Dunbartonshire council area's 2014 population"""
Q100166,21580,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Orkney Islands council area's 2014 population"""
Q206926,136130,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Ayrshire council area's 2015 population"""
Q204940,177200,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Lothian council area's 2014 population"""
Q55934339,595070,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Glasgow City council area's 2012 population"""
Q207268,51330,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Clackmannanshire council area's 2010 population"""
Q211106,96070,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Moray council area's 2016 population"""
Q201149,368080,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2015 population"""
Q204940,167110,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Lothian council area's 2006 population"""
Q2379199,477940,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set City of Edinburgh council area's 2011 population"""
Q211091,171470,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Renfrewshire council area's 2004 population"""
Q207679,138060,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Perth and Kinross council area's 2005 population"""
Q126514,151010,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2008 population"""
Q2379199,449470,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set City of Edinburgh council area's 2005 population"""
Q208121,91080,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Dunbartonshire council area's 2009 population"""
Q206926,136790,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Ayrshire council area's 2006 population"""
Q207257,107090,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Lothian council area's 2019 population"""
Q209131,112680,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Ayrshire council area's 2017 population"""
Q211106,95780,+2017-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Moray council area's 2017 population"""
Q209135,121600,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Ayrshire council area's 2008 population"""
Q208271,84150,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Inverclyde council area's 2001 population"""
Q211113,113700,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Scottish Borders council area's 2010 population"""
Q211113,110250,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Scottish Borders council area's 2005 population"""
Q211091,179100,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Renfrewshire council area's 2019 population"""
Q126514,149770,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2006 population"""
Q2357511,143100,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dundee City council area's 2004 population"""
Q207679,145600,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Perth and Kinross council area's 2010 population"""
Q126514,149520,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2016 population"""
Q100166,19830,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Orkney Islands council area's 2004 population"""
Q208121,90800,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Dunbartonshire council area's 2010 population"""
Q202177,116200,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Angus council area's 2011 population"""
Q62274582,209630,+2006-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeen City council area's 2006 population"""
Q207257,100860,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Lothian council area's 2012 population"""
Q211925,90810,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2011 population"""
Q189912,260530,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Aberdeenshire council area's 2014 population"""
Q208271,82690,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Inverclyde council area's 2004 population"""
Q206934,88610,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Midlothian council area's 2016 population"""
Q208121,93040,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Dunbartonshire council area's 2002 population"""
Q211889,105050,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Dunbartonshire council area's 2007 population"""
Q202174,90790,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Argyll and Bute council area's 2007 population"""
Q202174,87130,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Argyll and Bute council area's 2016 population"""
Q211106,92930,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Moray council area's 2012 population"""
Q80967,26350,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Outer Hebrides council area's 2002 population"""
Q206934,84710,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Midlothian council area's 2013 population"""
Q211925,95530,+2019-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2019 population"""
Q207111,335160,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Lanarkshire council area's 2009 population"""
Q211106,89380,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Moray council area's 2004 population"""
Q201149,360040,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2008 population"""
Q204940,174090,+2010-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set West Lothian council area's 2010 population"""
Q201149,365300,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Fife council area's 2011 population"""
Q100166,21850,+2016-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Orkney Islands council area's 2016 population"""
Q2379199,458520,+2008-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set City of Edinburgh council area's 2008 population"""
Q211925,91040,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Renfrewshire council area's 2012 population"""
Q209131,112160,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Ayrshire council area's 2001 population"""
Q206926,138090,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Ayrshire council area's 2011 population"""
Q207679,135130,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Perth and Kinross council area's 2002 population"""
Q208271,80340,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Inverclyde council area's 2013 population"""
Q207257,92730,+2005-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Lothian council area's 2005 population"""
Q47134,22090,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Shetland Islands council area's 2004 population"""
Q202174,89450,+2009-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Argyll and Bute council area's 2009 population"""
Q126514,147780,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dumfries and Galloway council area's 2001 population"""
Q202177,116740,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Angus council area's 2014 population"""
Q2379199,482630,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set City of Edinburgh council area's 2012 population"""
Q207268,48140,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Clackmannanshire council area's 2002 population"""
Q80967,27070,+2015-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Outer Hebrides council area's 2015 population"""
Q208279,224000,+2007-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Highland council area's 2007 population"""
Q206926,137570,+2012-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Ayrshire council area's 2012 population"""
Q209131,111840,+2004-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set South Ayrshire council area's 2004 population"""
Q207111,337780,+2013-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set North Lanarkshire council area's 2013 population"""
Q211113,114040,+2014-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Scottish Borders council area's 2014 population"""
Q202174,91020,+2002-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Argyll and Bute council area's 2002 population"""
Q209135,120310,+2001-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set East Ayrshire council area's 2001 population"""
Q2357511,147200,+2011-00-00T00:00:00Z/9,Q791801,"""http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries""","""Set Dundee City council area's 2011 population"""
