Local Authority	Waste type	Generated	Generated	Generated	Generated	Generated	Generated	Generated	Generated	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Prepared for reuse	Recycled	Recycled	Recycled	Recycled	Recycled	Recycled	Recycled	Recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Organics recycled	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Recovered by co-incineration	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Managed by other methods	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Disposed by incineration	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled	Landfilled
East Ayrshire	Textile wastes	337.3	319.93	264.9	186.49	207.37	178.56	189.9	154.97	0	102.02	150.65	74.71	99.35	84.81	114.39	150	337.3	217.91	212.08	231.65	179.87	163.26	81.03	45.96	0	0							0	0							0	0							0	0							0	0							0	0.7	2.8	0.73	3.25	1.69	4.04	3.61
East Ayrshire	Used oils	73.07	41.08	32.38	35.35	29.83	49.84	5.01	7.39	0	0							73.07	41.08	32.38	35.35	29.83	49.84	5.01	7.39	0	0							0	0							0	0							0	0							0	0							0	0						
East Ayrshire	Vegetal wastes	8510.21	7706.06	8727.81	7554.4	7701.56	7764.58	7089.7	7823.2	0	0							0	0							8416.06	7706.06	8947.61	7995.33	7701.56	7764.58	7089.7	7823.2	0	0							0	0							0	0			159.1	476.71	340.23	156.09	0	0							0	0						
East Ayrshire	Wood wastes	2860.46	3158.94	2765.76	2263.91	2275.02	2402.7	2792.07	2394.59	0	0							2860.46	3158.94	3700.05	3290.95	3091.41	2858.33	3455.16	2904.73	0	0							0	0							0	0							0	0							0	0							0	0						
East Ayrshire	Subtotal	61087.2	58793.16	58282.49	56391.75	56374.32	56434.03	55841.63	53147.61	32.13	174.96	213.41	101.69	130.34	254.7	394.48	203.37	19571.96	17751.34	18679.6	17815.85	18865.62	18949.4	19075.37	16704.34	8973.16	8182.36	9559.81	10462.4	10865.07	10858.26	10077.42	10645.09	0	0			611.65	0			0	0							0	0	1262.62	8305.9	6570.55	5934.91	5353.05	4956.7	0	0		307.7					32510.09	32685.15	28567.06	19406.83	19343.33	20436.75	20941.3	20647.39
East Dunbartonshire	Animal and mixed food waste	0	0	2154.26	3144.27	3030.39	2922	3163	3114	0	0							0	0							0	0	2154.26	0	3030.39	2922	3163	3114	0	0							0	0							0	0		3144.27					0	0							0	0						
East Dunbartonshire	Batteries and accumulators wastes	4.35	0.43	5.9	4.9	8.49	7	5	7	0	0							4.35	0.43	5.9	4.9	8.49	7	5	7	0	0							0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Chemical wastes	2.16	1.31	2.75	1.64	1.81	4	1	0	0	0							2.16	1.31	2.75	1.64	1.81	4	1	0	0	0							0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Combustion wastes	0	0		0		0	0	0	0	0							0	0							0	0							0	0							0	0							0	0		597.98	887.11	1182	1259		0	0							0	0						2498.56
East Dunbartonshire	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	389.48	344.9	359.57	304.63	327.08	373	346	348	0	0							389.89	344.9	359.57	304.63	327.08	373	346	348	0	0							0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Discarded vehicles	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Glass wastes	2532.44	2248.32	2029.81	2831.39	2709.66	178	0	177	0	0							2532.44	2248.32	2406.33	2831.36	2709.66	2765	2787	2938.5	0	0							0	0							0	0							0	0		0.03	0				0	0							0	0						
East Dunbartonshire	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Household and similar wastes	36905.93	33868.23	28634.5	26772.07	28272.52	29583	30223	26068.23	0	0				3			0	2.49		0			0		0	0							0	0					5036		0	0							0	0	1.19						0	0	3293.76	2529.28	3548.43			9994.24	36731.21	33865.31	25339.55	23092.95	22301.24	22628	22817	10692.49
East Dunbartonshire	Metallic wastes, ferrous	0	0		0					0	0							0	0		732.01					0	0							0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Metallic wastes, mixed ferrous and non-ferrous	716.02	730.74	866.29	1296.35	1020.24	424	387	414	0	0							716.02	730.74	1074.19	318.23	1020.24	1631.88	1669.76	2132.72	0	0							0	0							0	0							0	0		0.01	0				0	0							0	0						
East Dunbartonshire	Metallic wastes, non-ferrous	0	0	57.23	0	248				0	0							0	0		246.1	248				0	0							0	0							0	0							0	0			0				0	0							0	0						
East Dunbartonshire	Mineral waste from construction and demolition	1130.95	1004.34	982.51	952.88	837.52	770	863	790	0	0							1130.95	1004.34	982.51	952.88	837.52	770	863	790	0	0							0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Mixed and undifferentiated materials	952.33	953.85	887.28	3.41	5.06	5158	5555	5267.44	0	0							1259.84	953.85	171.4	555.27	1540.8	4	6	10.44	0	0							0	0							0	0							0	0							0	0				4727			0	0				123.55	160.66	136.37
East Dunbartonshire	Paper and cardboard wastes	4838.37	4763.91	4912.37	5074.25	5083.28	4838	4771	4403.49	0	0							4838.37	4763.91	4912.37	5074.23	5083.28	5474.23	5448.71	5680.76	0	0							0	0							0	0							0	0		0.05	0				0	0							0	0				106.45	129.34	103.86
East Dunbartonshire	Plastic wastes	398.39	495.02	750.93	1234.88	1262.16	19	0	40	0	0							398.39	495.02	939.99	1234.84	1262.16	1554.89	1622.53	2182.43	0	0							0	0							0	0							0	0		0.01	0				0	0							0	0						
East Dunbartonshire	Rubber wastes	10.08	18.62	9.14	12.03	11.51	10	9	11	0	0							10.08	18.62	9.14	12.03	11.51	10	9	11	0	0							0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Soils	431.92	308.43	296.96	363.94	393.18	3			0	0							431.92	308.43	296.96	363.94	393.18	3			0	0							0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Textile wastes	195.52	238.72	247.78	239.43	224.06	222	226	255	0	115.5	56.44						195.61	123.22	191.34	239.43	224.06	222	226	255	0	0							0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Used oils	2.62	3.09	4.36	3.47	3.45	3	4	4.8	0	0							2.62	3.09	4.36	3.47	3.45	3	4	4.8	0	0							0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Vegetal wastes	10077.77	9569.51	8698.61	9383.26	9258.02	9795	9493	9328	0	0							0	0							9943.55	9569.51	8698.61	9383.26	9258.02	9795	9493	9328	0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Wood wastes	409.88	684.17	1097.28	1274.67	1494.67	1543	1399	1415	0	0							409.88	684.17	1097.28	1274.67	1494.67	1543	1399	1415	0	0							0	0							0	0							0	0							0	0							0	0						
East Dunbartonshire	Subtotal	58998.21	55233.59	51997.53	52897.47	54191.1	55852	56445	51642.96	0	115.5	56.44			3			12322.52	11682.84	12454.09	14149.63	15165.91	14365	14387	15775.65	9943.55	9569.51	10852.87	9383.26	12288.41	12717	12656	12442	0	0					5036		0	0							0	0	1.19	3742.35	887.11	1182	1259		0	0	3293.76	2529.28	3548.43	4727		9994.24	36731.21	33865.31	25339.55	23092.95	22301.24	22858	23107	13431.28
East Lothian	Animal and mixed food waste	6.29	2.8	5.14	4.83	2287.79	3075.15	2913.67	2965.01	0	0							6.29	2.8	5.14	4.83	2.11	8.7	4.23	11.03	0	0			2208.12	2958.97	2843.97	2878.22	0	0							0	0							0	0							0	0							0	0			77.56	107.48	65.47	75.76
East Lothian	Batteries and accumulators wastes	10.5	11.41	16.24	14.58	21.3	19.57	17.24	16.49	0	0							10.5	11.41	16.24	14.58	21.3	19.57	17.24	16.49	0	0							0	0							0	0							0	0							0	0							0	0						
East Lothian	Chemical wastes	9.77	8.41	44.69	59.44	7.96	6.55	2.52	5.93	0.82	1.45	40.75	23.37	7.96	6.55	2.52	5.93	8.95	6.96	3.94						0	0							0	0				25.26	55.91	70.31	0	0							0	0		0					0	0		19.62					0	0		0.14				
East Lothian	Combustion wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0		1003.76	554.83	21.61	13.98	496.75
East Lothian	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	784.64	744.1	686.68	673.84	752.6	720.69	729.27	691.59	18.26	14.01	19.73	8.54	18.1	17.54	28.08	34.57	783.87	734.01	666.95	665.3	695.39	654.01	652.14	611.18	0	0							0	0							0	0							0	0							0	0							0	0			39.11	49.14	49.05	45.84
East Lothian	Discarded vehicles	8.46	8.49	5.76	8.91	8.76	7.15	13.98	3.65	8.46	8.49	5.76	8.91	8.76	7.15	13.98	3.65	0	0							0	0							0	0							0	0							0	0							0	0							0	0						
East Lothian	Glass wastes	526.82	566.31	575.46	626.34	441.27	606.5	639.12	633.08	0	0							2078.2	2403.95	2367.72	2546.96	2838.92	2763.44	1994.48	2331.95	0	0							0	0							0	0							0	0							0	0							0	0						
East Lothian	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
East Lothian	Household and similar wastes	33155.17	30576.81	28453.24	30413.4	25201.31	24312.08	23464.66	23471.96	77.38	61.47	117.28	37.16	91.87	151.94	193.27	211.22	0	0	0	6.24	0.82	0	0	0	0	0				0		0	468.49	1080.93		3921.72	2096.65	61.16			0	0							1618.57	3604.79							0.02	0.02					0	1916.67	27643.74	24169.22	28335.96	25107.66	21854.22	24128.56	23201.5	20777.01
East Lothian	Metallic wastes, ferrous	0	5.62	0	0	0	0	0	0	0	0							273.18	302.93	313.75	336.13	269.45	225.19	284.01	371.44	0	0							0	0							0	0							0	0							0	0							0	0						
East Lothian	Metallic wastes, mixed ferrous and non-ferrous	633.85	613.74	572.77	630.24	708.04	730.42	770.25	848.45	0	0							787.8	891.07	572.77	1033.54	1147.89	752.46	753.99	702.21	0	0							0	0							0	0							0	0					0	0	0	0							0	0					0.7	4.39
East Lothian	Metallic wastes, non-ferrous	0	0	0	0	0	0	0	0	0	0							43.28	54.97	48.12	51.48	82.8	135.11	170.41	222.62	0	0							0	0							0	0							0	0							0	0							0	0						
East Lothian	Mineral waste from construction and demolition	1614.68	1647.62	1649.57	1358.56	1760.13	1332.32	1780.72	1580.68	0	773.02	1649.57	1358.56	487.54	1332.32	1780.72	1580.68	1614.68	874.6			1465.86				0	0							0	0							0	0							0	0							0	0							0	0						
East Lothian	Mixed and undifferentiated materials	199.35	1425.78	2777.3	2970.22	3610.08	3933.35	3754.23	3909.66	0	0						3.61	674.6	76.06	7.97	11.33	3.28	2.1	3.87	3.99	0	0							0	0			120.73				0	0							0	0	0			0.01	0	0	0	0							0	0	119.81	11.4		138.75	160.69	115.98
East Lothian	Paper and cardboard wastes	4821.29	4814.19	4034.89	4155.38	4698.06	4639.49	4611.51	4645.14	49.43	43.23	68.51	76.54	70.31	99.67	53.65	120.79	4813.78	4802.48	3973.9	4078.84	4627.75	4651.44	4748.45	4629.38	0	0							0	0							0	0							0	0							0	0							0	0						
East Lothian	Plastic wastes	83.91	150.58	109.7	79.06	81.18	96.58	120.63	112.74	4.84	2.73	2.54	2.8	2.75	6.9	8.31	3.68	508.56	640.81	595.03	598.8	784.42	1151.67	1716.85	1639.02	0	0							0	0							0	0							0	0					0		0	0							0	0					0.34	
East Lothian	Rubber wastes	0	0			0.47				0	0							0	0			0.47				0	0							0	0							0	0							0	0							0	0							0	0						
East Lothian	Soils	0	0		1542.52	770.5	647.1	591.82	664.46	0	0							0	0		1542.52	770.5	647.1	591.82	664.46	0	0							0	0							0	0							0	0							0	0							0	0						
East Lothian	Textile wastes	637.64	609.61	596.45	509.37	518.7	443.36	505.53	448.42	161.14	192.98	204.95	423.15	450.36	381.64	457.21	408.7	484.05	422.88	391.5	86.22	68.34	56.46	40.64	31.44	0	0							0	0							0	0							0	0							0	0		66.59					0	0				5.26	7.68	8.28
East Lothian	Used oils	12.45	14.06	7.72	9.98	10.87	6	13.3	14.73	0	0							12.45	14.06	7.72	9.98	10.87	6	13.3	14.73	0	0							0	0							0	0							0	0							0	0							0	0						
East Lothian	Vegetal wastes	8857.32	9235.5	8115.45	8101.68	8281.21	8398.92	8628.69	7886.46	352.13	0							0	0							8857.32	9235.5	8115.45	8101.68	8281.21	8398.92	8457.13	7886.46	0	0							0	0							0	0					171.56		0	0							0	0						
East Lothian	Wood wastes	1801.15	1917.52	1683.62	1501.62	1745.6	1898.92	2054.64	2235.44	0	0							1802.5	1925.76	1683.62	1501.62	1745.6	1902.07	2054.64	2235.44	0	0							0	0							0	0							0	0							0	0							0	0						
East Lothian	Subtotal	53163.29	52352.55	49334.68	52659.97	50905.83	50874.15	50611.78	50133.89	672.46	1097.38	2109.09	1939.03	1137.65	2003.71	2537.74	2372.83	13902.69	13164.75	10654.37	12488.37	14535.77	12975.32	13046.07	13485.38	8857.32	9235.5	8115.45	8101.68	10489.33	11357.89	11301.1	10764.68	468.49	1080.93		3921.72	2217.38	86.42	55.91	70.31	0	0							1618.57	3604.79	0	0		0.01	171.56	0	0.02	0.02		86.21			0	1916.67	27643.74	24169.22	28455.77	26122.96	22525.72	24450.8	23499.41	21524.01
East Renfrewshire	Animal and mixed food waste	7598.99	4869.04	2245.7	2448.27	2253.56	2345.82	2336.8	2460.25	0	0							0	0							2528.14	2441.37	2245.7	2448.27	2253.56	2345.82	2336.8	2460.25	0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Batteries and accumulators wastes	7.56	8.16		6.01	6.11				0	0							7.56	8.16		6.01	6.11				0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Chemical wastes	3.07	1.04		24.91	0		3.56	8.28	0	0							3.07	1.04		24.91	0		3.56	8.28	0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Combustion wastes	0	0	0	0	0	0	0	0	0	0							0	0							0	0							0	0							0	0							0	0							0	0	0	167.43					0	159.29	344.14	83.71	394.33	0	0	200.84
East Renfrewshire	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	497.75	417.13	0	0	0	381.04	90.97	0	0	0							506.42	417.13	442.73	432.15	441.92	342.94	369.15	357.77	0	0							0	0							0	0							0	0				8.36			0	0							0	0				29.74	6.68	
East Renfrewshire	Discarded vehicles	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Glass wastes	2342.79	1213.11	1186.23	1213.03	970.99	615.94	216.1	0	0	0							2342.79	2286.86	3029.25	3127.66	3224.98	2648.58	1537.19	1028.38	0	0							0	0							0	0							0	0				0	0.01		0	0							0	0				15.29	22.14	12.76
East Renfrewshire	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Household and similar wastes	22125.1	21011.13	21023.79	22505.71	22819.01	22885.16	20941.75	18513.25	0	0							0	0	0	0	0	0	0		0	0	0			0	0		0	0							0	0							0	0			0.18	0.34	0.07		427.15	0	0			0	0	624.16	20743.68	20002.65	18864.46	19792.18	19716.22	17697.87	13959.75	13411.92
East Renfrewshire	Metallic wastes, ferrous	7.03	4.82					0	0	0	0							7.03	12.2					21.36	7.67	0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Metallic wastes, mixed ferrous and non-ferrous	607.05	626.83	446.34	475.07	617.47	455.81	534.9	452.06	0	0							681.2	816.52	904.24	982.05	1262.02	1313.42	1844.5	1540.35	0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Metallic wastes, non-ferrous	18.28	5.41					0	0	0	0							18.28	12.45					21.19	6.34	0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Mineral waste from construction and demolition	1299.56	1386.17	1291.95	1046.94	1890.86	2594.28	2414.32	1418.94	0	0							1402.11	1653.37	1861.15	1822.44	2796.16	4230.01	4037.42	1616.94	0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Mixed and undifferentiated materials	20.18	1423.63	3862.97	4044.38	4535.97	5570.06	10235.6	9410.06	0	0							20.18	8.51	0.67	124.43		45.11	175.12	189.01	0	0							0	0							0	0							0	0	0.71	0	0.4	492.17	1107.24	0	0	0		167.43	80.22			196.25	0	0	30.39	62.65	29.95	179.99	157.8	127.81
East Renfrewshire	Paper and cardboard wastes	4451.7	3383	3031.99	2866.09	2686.81	1817.13	332.13	303.88	0	0							4521.45	3698.04	4338.22	4225.78	4163.86	4574.16	5175.5	4622.38	0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Plastic wastes	743.43	678.48	517.8	577.6	568.33	459.31	0	0	0	0							808.06	815.07	965.41	1035.97	1130.68	1756.51	3992.99	3551.01	0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Rubber wastes	1.2	0							0	0							1.2	0							0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Soils	0	0					0	0	0	0							93.1	0					480.2	1290.3	0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Textile wastes	356.3	391.17	370.68	340.24	220.49	267.55	281.48	313.28	0	0							377.16	415.97	423.68	404.64	293.49	399.41	451.18	433.28	0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Used oils	7.94	30.54	8.01	6.35	3.06	1.67	5.81	5.31	0	0							7.94	30.54	8.01	6.35	3.06	1.67	5.81	5.31	0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Vegetal wastes	3907.54	6457.9	8273.58	8737.67	7911.8	8226.57	8407.04	8587.15	0	0							0	0							9262.68	8940.72	8390.08	8879.37	7911.8	8226.57	8407.04	8587.15	0	0							0	0							0	0			160.6	290.19	373.1	264.1	0	0							0	0						
East Renfrewshire	Wood wastes	1195.79	2078.66	1797.59	1931.43	2395.62	2103.43	1763.06	2455.03	0	0							1411.14	2271.36	2207.79	2430.33	2961.42	3125.71	3077.76	3385.23	0	0							0	0							0	0							0	0							0	0							0	0						
East Renfrewshire	Subtotal	45191.26	43986.22	44056.63	46223.7	46880.08	47723.77	47563.52	43927.49	0	0							12208.69	12447.22	14181.15	14622.72	16283.7	18437.52	21192.93	18042.25	11790.82	11382.09	10635.78	11327.64	10165.36	10572.39	10743.84	11047.4	0	0							0	0							0	0	0.71	0	161.18	791.06	1480.42	264.1	427.15	0	0	334.86	80.22	0	0	820.41	20743.68	20161.94	19238.99	19938.54	20140.5	17922.89	14146.37	13753.33
Falkirk	Animal and mixed food waste	0	915.12	2235.06	3198.15	4186.29	4606.2	4842.55	5067.61	0	0							0	0							0	915.12	691.4	3038.24	3976.98	4375.89	4600.42	4814.23	0	0							0	0							0	0							0	0							0	0	85.76	159.91	209.31	230.31	242.13	253.38
Falkirk	Batteries and accumulators wastes	13.19	5.54	1.98		15.31	5.56	3.12	5.85	0	0							13.19	5.54	1.98		15.31	5.56	3.12	5.85	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Chemical wastes	12.97	10.39	12.47	9.73	10.05	15.62	12.03	18.48	0	0	8.27	9.38	9.6	15.37	11.79	18.17	12.97	10.4	4.2	0.35	0.45	0.25	0.24	0.31	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Combustion wastes	0	0	0	0	0	0	0		0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	623.35	651.25	40.17	1530.71	3742.87	2834.7	423.83
Falkirk	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	1218.01	1146.1	974.81	1135	1090.5	1038.02	995.26	915.89	0	0							1218.01	1146.42	974.81	1135	1090.5	1038.02	995.26	915.89	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Discarded vehicles	63.17	54.77	48.72	77.29	49.49	48.64	49.67	52.87	63.17	0	37.32	77.29	49.49	48.64	49.67	52.87	0	54.77	11.4						0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Glass wastes	3132.48	3374.89	3390.82	3494.2	3794.7	3959.36	4136.13	3862.66	0	0							3132.48	3375.93	3390.82	3494.2	3794.7	3959.36	4136.13	4231.84	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Health care and biological wastes	0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Household and similar wastes	50660.73	41975.41	34043.94	32490.98	30579.86	32863.63	29865.32	29368.79	180.78	26.03							315.29	276.47	194.84			0			0	0							0	0	1759.51		4317.75	10039.56	8504.08	3175.33	0	0			274.38				0	0	0.02		0				0	1870.03	194.5						36969.43	31638.9	30298.06	32320.69	26678.7	18695.42	18119	29368.79
Falkirk	Metallic wastes, ferrous	0	0			0	0	0	0	0	0							0	0			319.7	364.3	698.85	433.22	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Metallic wastes, mixed ferrous and non-ferrous	323.96	498.98	485.9	541.2	770.29	768.78	911.7	717.77	0	0							955.4	1697.31	1275.58	907	861.34	1261.66	978.12	780.52	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Metallic wastes, non-ferrous	0	0			0	0	0	0	0	0							0	0			175.33	220.8	418.77	209.45	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Mineral waste from construction and demolition	3364.71	3529.56	2059.16	3372.1	3288.46	2715.12	2951.42	2992.76	0	0							4768.68	4341.79	2059.16	3372.1	3288.46	2715.12	2951.42	2992.76	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Mixed and undifferentiated materials	1397.44	6541.06	12022.24	12164.44	12321.39	11772.91	13463.37	13206.97	0	0							1333.48	613.87	58.87	69.05	8.46				0	0							0	0				1189.04			0	0							0	0			0.01	0.01			0	0		120.5					0	0	798.83	998.67	307.98	1054.33	3223.48	549.31
Falkirk	Paper and cardboard wastes	539.7	498.2	473.76	506.21	530.59	497.6	463.66	337.61	0	0							9070.84	9286.7	10403.63	10149.21	8420.99	7715.52	8091.08	6745.73	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Plastic wastes	274.2	247.2	220.54	244.82	256.37	51.53	12	12	0	0							1378.59	1884.3	1578.84	1335.11	1563.15	1670.94	1847.99	1587.8	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Rubber wastes	66.06	65.15	60.88	70.75	65.2	59.17	64.36	58.49	0	0							66.06	65.15	60.88	70.75	65.2	59.17	64.36	58.49	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Soils	40.29	0		59.28					0	0							333.47	62.28		59.28					0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Textile wastes	461.47	419.08	764.95	276.08	285.82	269.21	277.37	270.83	205.75	37.36							247.11	379.85	764.95	276.08	285.82	269.21	277.37	270.83	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Used oils	4.3	9.4	7.58	7.08	6.4	5.34	18.67	15.52	0	0							4.3	9.4	7.58	7.08	6.4	5.34	18.67	15.52	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Vegetal wastes	13248.53	13057.96	11800.57	12631.95	11655.76	9699.82	12836.53	7616.28	0	0							0	0							13229.95	13057.96	13258.47	12631.95	11655.76	9699.82	12836.53	7616.28	0	0							0	0							0	0							0	0							0	0						
Falkirk	Wood wastes	3355.83	3762.02	3346.54	3341.2	3422.98	3406.74	3747.88	4050.25	0	0							4678.03	4731.9	3379.01	3348.45	3422.98	3406.74	3747.88	4050.25	0	0							0	0							0	0							0	0							0	0							0	0						
Falkirk	Subtotal	78177.04	76110.83	71949.92	73620.46	72329.46	71783.25	74651.04	68570.63	449.7	63.39	45.59	86.67	59.09	64.01	61.46	71.04	27527.9	27942.08	24166.55	24223.66	23318.79	22691.99	24229.26	22298.46	13229.95	13973.08	13949.87	15670.19	15632.74	14075.71	17436.95	12430.51	0	0	1759.51		4317.75	11228.6	8504.08	3175.33	0	0			274.38				0	0	0.02		0.01	0.01			0	1870.03	194.5	120.5					36969.43	32262.25	31833.9	33519.44	28726.7	23722.93	24419.31	30595.31
Fife	Animal and mixed food waste	8339.35	8626.74	6187.88	8446.71	9428.05	9976.74	9317.87	8311.18	0	0							0	0							2739.68	4508.22	6161.39	8056.77	9059.79	9117.86	8811.93	7427.05	0	0							0	0							0	0							0	0							0	0	26.49	389.94	368.26	858.88	505.94	884.13
Fife	Batteries and accumulators wastes	20.67	36.58	48.32	61.85	56.15	64.73	42.75	44.92	0	0							20.67	36.58	48.32	61.85	56.15	64.73	42.75	44.92	0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Chemical wastes	40.38	32.33	52.49	29.18	29.02	43.57	39.23	25.02	0	0	20.48						40.38	32.33	32.01	29.18	29.02	43.57	39.23	25.02	0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Combustion wastes	0	0		0		0	0	0	0	0							0	0							0	0							0	0							0	0							0	0				664.5	1383.98	509.8	0	0							0	0		1116	1717.95	1221.01	1304.36	2002.83
Fife	Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)	3499.65	3202.04	2936.47	2867.02	3158.58	3427.35	3186.62	2662.54	0	0	49.06	10.95					3503.89	3202.04	2887.41	2856.07	3158.58	3427.35	3186.62	2662.54	0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Discarded vehicles	97.26	89.36	76.7	88.28	96.5	106.51	81.02	79.52	97.26	89.36	76.7	88.28	96.5	106.51	81.02	79.52	0	0							0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Glass wastes	5913.92	6445.95	6550.35	6343.05	6669.38	6162.66	5769.46	5619.68	0	0			533.23	665.46			5916.36	6445.95	6550.35	6343.05	6136.15	5505.5	5769.46	5619.68	0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Health care and biological wastes	0	0	7.7						0	0							0	0	7.7						0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Household and similar wastes	101627.34	94854.18	84858.62	84427.8	87794.42	79462.6	75844.31	73564.06	729	718.5	494	491	416.65	396	413	257	540.15	127.48	0		0	0	0	0	0	0			0	0	0	0	0	0			0	2634.06	5544.97	4789.27	0	0							0	0		0		0	0	0	0	0		4290.97	6772.8	4884.02	4750.2	5261.2	98593.17	91974.72	82628.87	77657.96	76274.77	68877.76	62381.21	64162.76
Fife	Metallic wastes, ferrous	203.8	0	0	0	0	0	0	0	0	0							203.8	165.53	375.67	1224	1227.1	1634.81	1401.04	1387.87	0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Metallic wastes, mixed ferrous and non-ferrous	3088.85	2793.73	2323.84	2263.62	2228.98	2878.65	2904.5	2479.59	0	0							3305.61	3071.6	2510.7	2338.61	2566.55	3011.87	3076.22	2498.42	0	0							0	0							0	0							0	0				0			0	0							0	0						
Fife	Metallic wastes, non-ferrous	80	0	0	0	0	0	0	0	0	0							85.03	108.58	231.61	527.6	524	686.28	585.02	576.07	0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Mineral waste from construction and demolition	18546.97	13051.24	11155.09	9776.62	11156.66	11302.67	10850.41	8349.88	0	0							18554.68	13231.84	12108.8	10212.63	12057.08	11463.13	10856.35	8349.88	0	0							0	0							0	0							0	0							0	0							0	0						
Fife	Mixed and undifferentiated materials	2134.37	2146.69	6331.09	8790.8	9432.1	10790.82	10321.39	11399.92	0	0							2258.86	233.38			643.5				0	0							0	0	964.9	194.3	99.04		467.32		0	0							0	0		0				0	0	0							0	0	84.78	1986.6	2262.2	2813.18	2396.37	472.28
